loan_id,client_ref,branch_code,agent_id,disbursement_date,principal_zar,initiation_fee_zar,capitalised_amount_zar,interest_rate_annual,term_months,monthly_service_fee_zar,credit_life_monthly_zar,instalment_zar,debit_order_day,purpose,is_topup,settles_loan_id,status
LN-508239,CL-112072,SF-CPT,AG-640,02/07/2025,50000,5175,55175,0.24,24,69,248.29,3234.45,2,Other,N,,ACTIVE
LN-508240,CL-105183,SF-PTA,AG-619,05/07/2025,26000,3707.5,29707.5,,12,69,133.68,"3,040.65",27,Other,N,,Settled
LN-508241,CL-112482,SF-CPT,AG-641,10/07/2025,27500,3857.5,31357.5,0.26,12,69,141.11,3205.7,27,Vehicle repair,N,,Settled
LN-508242,CL-106943,SF-DBN,AG-625,2025-07-16,29000,4007.5,33007.5,0.28,12,69,148.53,3402.96,25,Medical,N,,Settled
LN-508243,CL-113707,SF-GQE,AG-645,2025-07-19,50000,5175,55175,0.27,24,69,248.29,"3,317.72",26,Business,N,,Active
LN-508244,CL-116496,SF-PLK,AG-657,2025-07-24,50000,5175,"55,175.00",0.27,24,69,248.29,3317.72,5,Debt consolidation,N,,Active
LN-508245,CL-108212,SF-DBN,AG-622,2025-07-11,22500,3357.5,25857.5,0.26,18,69,116.36,1935.49,7,Funeral,N,,Active
LN-508246,CL-101266,SF-JHB,AG-609,2025-07-22,50000,5175,"55,175.00",0.27,24,69,248.29,3317.72,25,Vehicle repair,N,,Active
LN-508247,CL-114209,SF-GQE,AG-648,2025-07-06,10500,2157.5,12657.5,0.28,12,69,56.96,1347.48,3,Medical,N,,Settled
LN-508248,CL-103156,SF-JHB,AG-609,25/07/2025,31500,4257.5,35757.5,0.27,6,69,160.91,6667.51,26,Other,N,,Settled
LN-508249,CL-114041,SF-GQE,AG-644,2025-07-11,50000,5175,55175,0.26,12,69,248.29,5588.16,6,Home improvement,N,,Written off
LN-508250,CL-106413,SF-DBN,AG-621,2025-07-08,15500,2657.5,18157.5,0.27,24,69,81.71,1138.12,27,School fees,N,,Active
LN-508251,CL-103814,SF-PTA,AG-617,21/07/2025,50000,5175,"55,175.00",0.26,6,69,248.29,10222.92,4,Other,N,,Settled
LN-508252,CL-101064,SF-JHB,AG-602,26/07/2025,46000,5175,51175,0.27,36,69,230.29,2388.52,25,Debt consolidation,N,,Active
LN-508253,CL-115490,SF-BFN,AG-652,2025-07-07,50000,5175,55175,0.28,18,69,248.29,4106.31,4,Funeral,N,,Active
LN-508254,CL-111974,SF-CPT,AG-635,2025-07-05,50000,5175,55175,0.28,36,69,248.29,2599.52,27,Debt consolidation,N,,Active
LN-508255,CL-102536,SF-JHB,AG-607,2025-07-09,37500,4857.5,42357.5,0.26,12,69,190.61,4306.03,25,Home improvement,Y,LN-502195,SETTLED
LN-508256,CL-101409,SF-JHB,AG-606,2025-07-26,14000,2507.5,16507.5,0.26,24,69,74.28,1032.62,1,Home improvement,N,,Settled
LN-508257,CL-114892,SF-BFN,AG-653,2025-07-28,29500,4057.5,33557.5,0.26,24,69,151.01,2027.9,25,Business,N,,Active
LN-508258,CL-116189,SF-PLK,AG-654,2025-07-06,20000,3107.5,23107.5,0.28,24,69,103.98,1441.32,26,Vehicle repair,N,,Active
LN-508259,CL-100610,SF-JHB,AG-604,2025-07-23,27000,3807.5,30807.5,0.26,24,69,138.63,1867.37,2,Medical,N,,Active
LN-508260,CL-116303,SF-PLK,AG-658,2025-07-21,27500,3857.5,31357.5,0.28,18,69,141.11,2363.52,8,Medical,N,,Settled
LN-508261,CL-112818,SF-CPT,AG-642,2025-07-05,22500,3357.5,25857.5,,12,69,116.36,2668.13,4,Vehicle repair,N,,Settled
LN-508262,CL-118518,SF-MAH,AG-661,24/07/2025,31000,4207.5,35207.5,0.25,18,69,158.43,2593.09,26,Other,N,,Active
LN-508263,CL-109141,SF-PMB,AG-634,2025-07-09,12000,2307.5,14307.5,0.28,24,69,64.38,918.7,4,Home improvement,N,,Active
LN-508264,CL-118711,SF-MAH,AG-662,27/07/2025,50000,5175,55175,0.27,18,69,248.29,4078.96,3,Debt consolidation,N,,active
LN-508265,CL-116800,SF-PLK,AG-656,2025-07-19,25000,3607.5,"28,607.50",0.27,6,69,128.73,5348.08,27,Funeral,N,,SETTLED
LN-508266,CL-100604,SF-JHB,AG-605,23/07/2025,40000,5107.5,45107.5,0.27,18,69,202.98,"3,347.29",3,Other,N,,Active
LN-508267,CL-106332,SF-DBN,AG-626,17/07/2025,7500,1857.5,9357.5,0.27,36,69,42.11,493.13,9,School fees,N,,settled
LN-508268,CL-102650,SF-JHB,AG-601,2025-07-07,17500,2857.5,20357.5,0.28,12,69,91.61,2125.23,26,Business,N,,Settled
LN-508269,CL-112054,SF-CPT,AG-638,2025-07-12,43500,5175,"48,675.00",0.25,24,69,219.04,2885.9,27,Medical,N,,Active
LN-508270,CL-101864,SF-JHB,AG-611,2025-07-28,50000,5175,55175,0.25,36,69,248.29,2511.04,26,Home improvement,N,,Written off
LN-508271,CL-101559,SF-JHB,AG-603,2025-07-24,33500,4457.5,37957.5,0.25,18,69,170.81,2790.24,4,School fees,N,,Active
LN-508272,CL-100701,SF-JHB,AG-608,2025-07-21,28500,3957.5,32457.5,0.28,24,69,146.06,1996.6,25,Business,N,,ACTIVE
LN-508273,CL-102235,SF-JHB,AG-611,2025-07-25,31000,4207.5,35207.5,0.24,18,69,158.43,2575.85,26,Other,N,,Active
LN-508274,CL-103136,SF-JHB,AG-609,2025-07-17,21500,3257.5,24757.5,0.26,6,69,111.41,4625.15,3,Debt consolidation,N,,Settled
LN-508275,CL-111750,SF-CPT,AG-642,2025-07-06,9500,2057.5,11557.5,0.27,18,69,52.01,908.97,3,Funeral,N,,Active
LN-508276,CL-114332,SF-GQE,AG-648,2025-07-11,46500,5175,51675,0.27,12,69,232.54,5263.24,6,Business,N,,Settled
LN-508277,CL-110239,SF-PMB,AG-630,2025-07-05,16500,2757.5,19257.5,0.27,24,69,86.66,1202.89,4,School fees,N,,Active
LN-508278,CL-111871,SF-CPT,AG-641,2025-07-11,30500,4157.5,34657.5,0.27,24,69,155.96,2109.64,13,Business,N,,Active
LN-508279,CL-103270,SF-JHB,AG-604,2025-07-13,18500,2957.5,21457.5,0.25,24,69,96.56,1310.78,27,Vehicle repair,N,,Active
LN-508280,CL-116776,SF-PLK,AG-657,2025-07-18,38000,4907.5,42907.5,0.25,12,69,193.08,4340.19,27,Home improvement,N,,Settled
LN-508281,CL-104960,SF-PTA,AG-614,13/07/2025,39000,5007.5,44007.5,0.26,18,69,198.03,3245.62,25,Funeral,N,,Written off
LN-508282,CL-110958,SF-CPT,AG-635,2025-07-01,21500,3257.5,24757.5,0.26,24,69,111.41,1514.21,2,Business,N,,Active
LN-508283,CL-112094,SF-CPT,AG-641,28/07/2025,15500,2657.5,18157.5,0.28,6,69,81.71,"3,428.85",27,Vehicle repair,N,,Settled
LN-508284,CL-101758,SF-JHB,AG-607,2025-07-24,12000,2307.5,14307.5,0.26,12,69,64.38,1500.18,8,Medical,N,,Settled
LN-508285,CL-101924,SF-JHB,AG-602,08/07/2025,48000,5175,53175,0.26,24,69,239.29,3173.07,14,School fees,N,,Active
LN-508286,CL-101793,SF-JHB,AG-606,2025-07-20,45000,5175,50175,0.26,18,69,225.79,3690.81,26,Home improvement,N,,Active
LN-508287,CL-101115,SF-JHB,AG-601,2025-07-16,50000,5175,55175,0.27,18,69,248.29,4078.96,2,Vehicle repair,N,,Active
LN-508288,CL-112538,SF-CPT,AG-638,2025-07-15,50000,5175,55175,,18,69,248.29,4051.73,3,Other,N,,Written off
LN-508289,CL-118748,SF-MAH,AG-659,2025-07-21,30500,4157.5,34657.5,0.25,12,69,155.96,3518.95,27,Vehicle repair,N,,Settled
LN-508290,CL-115371,SF-BFN,AG-650,2025-07-16,43000,5175,48175,0.28,12,69,216.79,4934.96,4,Business,N,,Settled
LN-508291,CL-107111,SF-DBN,AG-624,2025-07-19,7000,1807.5,8807.5,0.27,18,69,39.63,709.1,2,Debt consolidation,N,,Active
LN-508292,CL-100566,SF-JHB,AG-610,12/07/2025,50000,5175,55175,0.26,12,69,248.29,5588.16,2,School fees,N,,settled
LN-508293,CL-117555,SF-PLK,AG-658,25/07/2025,35000,4607.5,39607.5,0.28,36,69,178.23,"1,885.54",21,Debt consolidation,N,,WRITTEN OFF
LN-508294,CL-106234,SF-DBN,AG-629,17/07/2025,44000,5175,49175,0.27,36,69,221.29,2297.87,9,Vehicle repair,N,,Active
LN-508295,CL-115128,SF-BFN,AG-651,2025-07-08,17500,2857.5,"20,357.50",0.27,24,69,91.61,1267.65,18,Medical,N,,Active
LN-508296,CL-103257,SF-JHB,AG-604,2025-07-21,16500,2757.5,19257.5,0.25,24,69,86.66,1183.46,4,Funeral,N,,Active
LN-508297,CL-117815,SF-PLK,AG-655,2025-07-28,50000,5175,55175,0.27,12,69,248.29,5615.05,21,School fees,N,,SETTLED
LN-508298,CL-114461,SF-GQE,AG-643,2025-07-15,21500,3257.5,24757.5,0.26,18,69,111.41,1856.08,27,School fees,N,,Active
LN-508299,CL-111994,SF-CPT,AG-642,22/07/2025,14000,2507.5,16507.5,0.26,18,69,74.28,1260.57,27,Vehicle repair,N,,Active
LN-508300,CL-105903,SF-PTA,AG-617,2025-07-04,18000,2907.5,20907.5,0.26,12,69,94.08,2160.38,8,Other,N,,Written off
LN-508301,CL-118728,SF-MAH,AG-659,2025-07-06,9000,2007.5,11007.5,0.26,6,69,49.53,2094.72,25,Medical,N,,Settled
LN-508302,CL-110932,SF-CPT,AG-639,2025-07-26,11000,2207.5,13207.5,0.28,18,69,59.43,1035.43,21,Business,N,,Active
LN-508303,CL-107726,SF-DBN,AG-628,2025-07-09,21500,3257.5,"24,757.50",0.26,18,69,111.41,1856.08,25,School fees,Y,LN-503225,Active
LN-508304,CL-107831,SF-DBN,AG-629,2025-07-09,28500,3957.5,32457.5,0.27,12,69,146.06,3331.54,26,Business,N,,Settled
LN-508305,CL-114112,SF-GQE,AG-648,2025-07-10,32500,4357.5,"36,857.50",0.27,36,69,165.86,1739.57,4,Home improvement,N,,Active
LN-508306,CL-104195,SF-PTA,AG-619,06/07/2025,50000,5175,55175,0.28,18,69,248.29,4106.31,5,Funeral,N,,Active
LN-508307,CL-118279,SF-MAH,AG-662,04/07/2025,33000,4407.5,37407.5,0.27,12,69,168.33,3829.1,3,School fees,N,,Settled
LN-508308,CL-102413,SF-JHB,AG-601,07/07/2025,50000,5175,55175,0.27,18,69,248.29,4078.96,3,Medical,N,,Written off
LN-508309,CL-118150,SF-MAH,AG-662,2025-07-08,14500,2557.5,17057.5,0.28,18,69,76.76,1317.15,26,Funeral,N,,ACTIVE
LN-508310,CL-100789,SF-JHB,AG-603,2025-07-14,10500,2157.5,12657.5,0.28,24,69,56.96,820.71,26,Funeral,N,,Active
LN-508311,CL-118138,SF-MAH,AG-660,2025-07-14,9500,2057.5,11557.5,0.27,6,69,52.01,2201.76,5,Business,N,,Settled
LN-508312,CL-117870,SF-MAH,AG-660,2025-07-09,21000,3207.5,24207.5,0.27,24,69,108.93,1494.34,25,Medical,N,,WRITTEN OFF
LN-508313,CL-113669,SF-GQE,AG-644,2025-07-02,17000,2807.5,19807.5,0.26,12,69,89.13,2050.35,2,Business,N,,Settled
LN-508314,CL-109665,SF-PMB,AG-633,2025-07-24,50000,5175,55175,0.27,12,69,248.29,5615.05,26,Medical,N,,Settled
LN-508315,CL-115105,SF-BFN,AG-650,2025-07-28,8500,1957.5,"10,457.50",0.24,36,69,47.06,526.34,2,Business,N,,Active
LN-508316,CL-106708,SF-DBN,AG-626,2025-07-03,34500,4557.5,39057.5,0.27,6,69,175.76,7276.47,27,Other,N,,Settled
LN-508317,CL-118998,SF-MAH,AG-662,2025-07-27,50000,5175,55175,0.28,36,69,248.29,2599.52,27,Vehicle repair,Y,LN-506479,Active
LN-508318,CL-102649,SF-JHB,AG-609,2025-07-21,11000,2207.5,13207.5,0.26,24,69,59.43,839.98,21,Medical,N,,ACTIVE
LN-508319,CL-103441,SF-PTA,AG-619,2025-07-07,17000,2807.5,19807.5,0.27,18,69,89.13,1508.55,8,Vehicle repair,N,,Written off
LN-508320,CL-117267,SF-PLK,AG-655,2025-07-11,44000,5175,49175,0.28,18,69,221.29,3667.28,25,Funeral,N,,Active
LN-508321,CL-108106,SF-DBN,AG-625,2025-07-15,6500,1757.5,"8,257.50",0.27,18,69,37.16,669.13,3,Home improvement,N,,active
LN-508322,CL-110878,SF-CPT,AG-642,08/07/2025,45500,5175,"50,675.00",0.25,24,69,228.04,3001.64,26,Medical,N,,Active
LN-508323,CL-116214,SF-PLK,AG-656,04/07/2025,22000,3307.5,25307.5,0.24,24,69,113.88,"1,520.92",25,Medical,N,,Active
LN-508324,CL-117173,SF-PLK,AG-655,02/07/2025,6500,1757.5,"8,257.50",0.28,24,69,37.16,559.4,27,Business,N,,Active
LN-508325,CL-106671,SF-DBN,AG-622,2025-07-26,9500,2057.5,11557.5,0.28,12,69,52.01,1236.38,25,Funeral,N,,Settled
LN-508326,CL-118709,SF-MAH,AG-662,12/07/2025,31500,4257.5,35757.5,0.28,12,69,160.91,3680.72,6,Funeral,N,,Written off
LN-508327,CL-115658,SF-BFN,AG-652,2025-07-14,36500,4757.5,41257.5,0.27,18,69,185.66,3067.48,27,School fees,N,,Active
LN-508328,CL-113848,SF-GQE,AG-648,03/07/2025,11000,2207.5,13207.5,0.28,18,69,59.43,1035.43,27,Debt consolidation,N,,Active
LN-508329,CL-112679,SF-CPT,AG-635,2025-07-28,19000,3007.5,22007.5,0.27,24,69,99.03,1364.81,3,Debt consolidation,N,,Active
LN-508330,CL-101505,SF-JHB,AG-603,26/07/2025,50000,5175,55175,0.28,6,69,248.29,10278.54,27,Vehicle repair,N,,Settled
LN-508331,CL-112174,SF-CPT,AG-641,28/07/2025,22000,3307.5,25307.5,0.26,24,69,113.88,1546.31,18,Funeral,N,,Active
LN-508332,CL-114254,SF-GQE,AG-647,25/07/2025,41000,5175,46175,0.28,24,69,207.79,2811.26,26,Home improvement,N,,Active
LN-508333,CL-103690,SF-PTA,AG-619,2025-07-13,10000,2107.5,12107.5,0.27,6,69,54.48,2303.26,27,Business,N,,Settled
LN-508334,CL-104276,SF-PTA,AG-618,2025-07-24,45000,5175,50175,0.27,12,69,225.79,5112.46,2,Debt consolidation,N,,Settled
LN-508335,CL-113808,SF-GQE,AG-647,2025-07-13,14500,2557.5,17057.5,0.26,18,69,76.76,1300.27,3,Funeral,N,,Active
LN-508336,CL-114677,SF-GQE,AG-645,2025-07-27,23000,3407.5,26407.5,0.27,24,69,118.83,1623.88,2,Funeral,N,,WRITTEN OFF
LN-508337,CL-108780,SF-DBN,AG-626,2025-07-23,10000,2107.5,"12,107.50",0.28,18,69,54.48,954.94,27,Debt consolidation,N,,Active
LN-508338,CL-111934,SF-CPT,AG-640,2025-07-14,37000,4807.5,41807.5,0.26,18,69,188.13,3086.81,4,School fees,N,,Written off
LN-508339,CL-115516,SF-BFN,AG-653,2025-07-08,46500,5175,51675,0.25,24,69,232.54,3059.51,25,Medical,N,,Active
LN-508340,CL-106657,SF-DBN,AG-625,2025-07-11,46000,5175,51175,0.26,12,69,230.29,5188.04,2,Business,N,,Settled
LN-508341,CL-116474,SF-PLK,AG-657,19/07/2025,50000,5175,55175,0.25,36,69,248.29,2511.04,1,Vehicle repair,N,,Active
LN-508342,CL-103933,SF-PTA,AG-616,2025-07-26,44500,5175,49675,0.25,6,69,223.54,9185.76,3,Funeral,N,,Settled
LN-508343,CL-118403,SF-MAH,AG-662,2025-07-08,31500,4257.5,35757.5,0.28,24,69,160.91,2192.58,26,School fees,N,,Written off
LN-508344,CL-100627,SF-JHB,AG-607,2025-07-25,22500,3357.5,25857.5,0.25,12,69,116.36,"2,642.96",3,Business,Y,LN-503730,Settled
LN-508345,CL-109183,SF-PMB,AG-632,2025-07-11,11500,2257.5,13757.5,0.27,12,69,61.91,1451.87,25,Other,N,,Settled
LN-508346,CL-103355,SF-JHB,AG-609,2025-07-24,6500,1757.5,8257.5,0.27,12,69,37.16,899.02,3,Vehicle repair,N,,Settled
LN-508347,CL-100402,SF-JHB,AG-608,2025-07-22,41000,5175,46175,0.26,24,69,207.79,2764.45,27,School fees,N,,Written off
LN-508348,CL-110262,SF-PMB,AG-633,27/07/2025,13500,2457.5,15957.5,0.28,12,69,71.81,1680.8,27,Other,N,,Settled
LN-508349,CL-116571,SF-PLK,AG-658,09/07/2025,30500,4157.5,34657.5,0.25,6,69,155.96,6429.63,26,Debt consolidation,Y,LN-505283,Settled
LN-508350,CL-111224,SF-CPT,AG-638,04/07/2025,25000,3607.5,28607.5,0.27,18,69,128.73,2148.11,25,Home improvement,N,,ACTIVE
LN-508351,CL-100959,SF-JHB,AG-609,26/07/2025,50000,5175,55175,0.24,12,69,248.29,5534.61,12,Debt consolidation,N,,Settled
LN-508352,CL-101062,SF-JHB,AG-605,12/07/2025,27000,3807.5,"30,807.50",0.27,24,69,138.63,1882.95,27,Other,N,,Active
LN-508353,CL-118133,SF-MAH,AG-660,2025-07-13,50000,5175,55175,0.27,24,69,248.29,3317.72,4,Other,N,,ACTIVE
LN-508354,CL-116644,SF-PLK,AG-657,2025-07-15,12000,2307.5,14307.5,0.26,24,69,64.38,904.19,27,Vehicle repair,N,,Active
LN-508355,CL-117941,SF-MAH,AG-661,2025-07-14,32500,4357.5,36857.5,0.27,36,69,165.86,1739.57,3,Funeral,N,,Active
LN-508356,CL-114146,SF-GQE,AG-643,2025-07-06,24000,3507.5,27507.5,0.26,12,69,123.78,2820.58,26,Debt consolidation,N,,Settled
LN-508357,CL-114115,SF-GQE,AG-643,2025-07-12,35500,4657.5,40157.5,0.27,18,69,180.71,2987.53,26,Funeral,N,,Active
LN-508358,CL-105890,SF-PTA,AG-612,09/07/2025,20000,3107.5,23107.5,0.28,18,69,103.98,1759.84,26,Funeral,N,,Active
LN-508359,CL-103532,SF-PTA,AG-614,2025-07-14,34500,4557.5,39057.5,0.26,18,69,175.76,2888.31,25,School fees,N,,Active
LN-508360,CL-101365,SF-JHB,AG-604,2025-07-25,9000,2007.5,11007.5,0.27,6,69,49.53,"2,100.27",2,Debt consolidation,N,,Settled
LN-508361,CL-107917,SF-DBN,AG-628,26/07/2025,50000,5175,55175,0.26,18,69,248.29,4051.73,9,Debt consolidation,N,,Written off
LN-508362,CL-116334,SF-PLK,AG-656,20/07/2025,5000,1607.5,6607.5,0.28,12,69,29.73,736.4,27,Other,N,,Settled
LN-508363,CL-109017,SF-PMB,AG-634,2025-07-08,50000,5175,55175,0.26,24,69,248.29,"3,289.82",3,Funeral,N,,Active
LN-508364,CL-112659,SF-CPT,AG-635,11/07/2025,6000,1707.5,7707.5,0.28,12,69,34.68,847.5,1,Home improvement,N,,Settled
LN-508365,CL-105157,SF-PTA,AG-616,2025-07-23,42000,5175,47175,0.26,6,69,212.29,8750.67,3,Home improvement,N,,Settled
LN-508366,CL-112137,SF-CPT,AG-640,2025-07-08,46500,5175,51675,,18,69,232.54,3799.08,28,Vehicle repair,N,,Active
LN-508367,CL-105057,SF-PTA,AG-612,2025-07-25,14500,2557.5,17057.5,0.25,12,69,76.76,1766.98,25,Debt consolidation,N,,SETTLED
LN-508368,CL-103679,SF-PTA,AG-616,2025-07-20,22500,3357.5,25857.5,0.27,18,69,116.36,1948.25,3,Debt consolidation,Y,LN-502049,Written off
LN-508369,CL-104879,SF-PTA,AG-614,2025-07-12,18000,2907.5,20907.5,0.28,18,69,94.08,1598.86,6,Business,N,,Active
LN-508370,CL-118503,SF-MAH,AG-660,2025-07-17,14000,2507.5,16507.5,0.27,18,69,74.28,1268.72,28,Business,N,,Written off
LN-508371,CL-112003,SF-CPT,AG-639,2025-07-24,50000,5175,55175,0.28,6,69,248.29,10278.54,27,Business,N,,Settled
LN-508372,CL-116637,SF-PLK,AG-658,2025-07-04,19000,3007.5,22007.5,0.26,12,69,99.03,2270.41,3,Business,N,,Settled
LN-508373,CL-101953,SF-JHB,AG-607,2025-07-05,23000,3407.5,26407.5,0.28,12,69,118.83,2736.32,17,Debt consolidation,N,,Settled
LN-508374,CL-102237,SF-JHB,AG-608,2025-07-11,10500,2157.5,12657.5,0.27,18,69,56.96,988.91,2,School fees,N,,Active
LN-508375,CL-102058,SF-JHB,AG-609,2025-07-22,13500,2457.5,15957.5,,24,69,71.81,1000.51,4,Medical,N,,Active
LN-508376,CL-101112,SF-JHB,AG-610,2025-07-11,11500,2257.5,13757.5,0.25,12,69,61.91,1438.48,25,Medical,N,,Written off
LN-508377,CL-105603,SF-PTA,AG-614,2025-07-01,50000,5175,55175,0.27,12,69,248.29,5615.05,4,Medical,N,,Settled
LN-508378,CL-117647,SF-PLK,AG-655,2025-07-28,50000,5175,55175,0.26,12,69,248.29,5588.16,25,School fees,N,,Settled
LN-508379,CL-108527,SF-DBN,AG-623,2025-07-13,23500,3457.5,26957.5,0.27,12,69,121.31,2778.7,27,Business,N,,Written off
LN-508380,CL-111453,SF-CPT,AG-635,2025-07-11,13500,2457.5,15957.5,0.28,12,69,71.81,"1,680.80",7,Funeral,N,,settled
LN-508381,CL-116081,SF-BFN,AG-651,2025-07-06,7000,1807.5,8807.5,0.26,12,69,39.63,950.02,25,Vehicle repair,N,,Settled
LN-508382,CL-114202,SF-GQE,AG-643,2025-07-24,8000,1907.5,9907.5,0.27,24,69,44.58,652.36,25,Funeral,N,,Active
LN-508383,CL-108769,SF-DBN,AG-625,2025-07-06,11500,2257.5,13757.5,0.26,18,69,61.91,1062.06,1,Other,N,,Active
LN-508384,CL-111356,SF-CPT,AG-636,2025-07-24,7500,1857.5,9357.5,0.28,12,69,42.11,1014.16,9,School fees,N,,Settled
LN-508385,CL-111152,SF-CPT,AG-638,2025-07-25,11000,2207.5,13207.5,0.28,12,69,59.43,1403.04,26,Other,N,,Written off
LN-508386,CL-115559,SF-BFN,AG-653,13/07/2025,41500,5175,46675,0.27,12,69,210.04,4760.65,4,Other,N,,Settled
LN-508387,CL-107704,SF-DBN,AG-626,2025-07-13,17000,2807.5,19807.5,0.27,12,69,89.13,"2,060.00",27,Medical,N,,settled
LN-508388,CL-108060,SF-DBN,AG-623,25/07/2025,26000,3707.5,29707.5,0.26,12,69,133.68,3040.65,27,Business,Y,LN-506401,Settled
LN-508389,CL-106215,SF-DBN,AG-625,2025-07-17,30000,4107.5,34107.5,0.26,36,69,153.48,1596.7,7,Other,N,,Settled
LN-508390,CL-115880,SF-BFN,AG-652,2025-07-11,32000,4307.5,36307.5,0.27,6,69,163.38,"6,769.00",26,Medical,N,,Settled
LN-508391,CL-112662,SF-CPT,AG-642,2025-07-22,49500,5175,54675,0.27,12,69,246.04,5564.79,2,Home improvement,N,,Settled
LN-508392,CL-100502,SF-JHB,AG-601,2025-07-09,23000,3407.5,26407.5,0.26,18,69,118.83,"1,975.19",17,Vehicle repair,Y,LN-503402,Active
LN-508393,CL-107455,SF-DBN,AG-627,19/07/2025,5500,1657.5,7157.5,0.27,12,69,32.21,788.45,25,School fees,N,,Settled
LN-508394,CL-118943,SF-MAH,AG-661,2025-07-11,26000,3707.5,29707.5,0.28,12,69,133.68,3069.64,8,Funeral,N,,Written off
LN-508395,CL-102631,SF-JHB,AG-608,2025-07-07,50000,5175,55175,0.25,12,69,248.29,5561.35,10,Business,N,,Written off
LN-508396,CL-105359,SF-PTA,AG-619,2025-07-21,21000,3207.5,24207.5,0.28,36,69,108.93,"1,179.24",25,Vehicle repair,N,,Active
LN-508397,CL-119101,SF-MAH,AG-661,2025-07-15,18000,2907.5,20907.5,0.28,12,69,94.08,2180.78,3,Other,N,,Written off
LN-508398,CL-110412,SF-CPT,AG-638,2025-07-18,34500,4557.5,39057.5,0.26,24,69,175.76,2348.96,25,Medical,N,,Active
LN-508399,CL-106619,SF-DBN,AG-627,2025-07-25,48000,5175,"53,175.00",0.28,18,69,239.29,"3,959.97",13,Vehicle repair,N,,Written off
LN-508400,CL-101220,SF-JHB,AG-611,2025-07-08,35000,4607.5,39607.5,0.26,24,69,178.23,2381.07,27,Debt consolidation,N,,Active
LN-508401,CL-104444,SF-PTA,AG-613,2025-07-06,27000,3807.5,30807.5,0.24,24,69,138.63,1836.46,5,Business,N,,Active
LN-508402,CL-105936,SF-PTA,AG-613,2025-07-22,25000,3607.5,28607.5,,12,69,128.73,2916.71,3,Other,N,,Settled
LN-508403,CL-111457,SF-CPT,AG-641,01/07/2025,25000,3607.5,28607.5,0.26,24,69,128.73,1738.95,3,Business,N,,Active
LN-508404,CL-114833,SF-BFN,AG-651,2025-07-17,6000,1707.5,7707.5,0.26,12,69,34.68,839.98,26,Business,N,,Settled
LN-508405,CL-115886,SF-BFN,AG-653,18/07/2025,50000,5175,55175,0.25,24,69,248.29,3262.06,25,School fees,N,,ACTIVE
LN-508406,CL-108068,SF-DBN,AG-627,04/07/2025,21500,3257.5,24757.5,0.27,18,69,111.41,1868.31,25,Funeral,N,,Written off
LN-508407,CL-107587,SF-DBN,AG-625,2025-07-28,11500,2257.5,13757.5,0.24,24,69,61.91,858.28,27,Business,N,,Active
LN-508408,CL-106917,SF-DBN,AG-621,2025-07-16,19500,3057.5,22557.5,0.27,12,69,101.51,2336.42,26,School fees,N,,Settled
LN-508409,CL-108724,SF-DBN,AG-625,2025-07-03,24000,3507.5,27507.5,0.27,24,69,123.78,1688.65,25,Home improvement,N,,Active
LN-508410,CL-106950,SF-DBN,AG-621,2025-07-12,18500,2957.5,21457.5,0.25,24,69,96.56,1310.78,8,Medical,N,,Settled
LN-508411,CL-110123,SF-PMB,AG-631,05/07/2025,50000,5175,55175,0.28,36,69,248.29,2599.52,3,Business,Y,LN-506822,Active
LN-508412,CL-106169,SF-DBN,AG-625,2025-07-10,15500,2657.5,18157.5,0.27,18,69,81.71,1388.64,2,Other,Y,LN-501417,Active
LN-508413,CL-118400,SF-MAH,AG-661,2025-07-01,26500,3757.5,30257.5,0.26,12,69,136.16,3095.66,5,Other,N,,Settled
LN-508414,CL-116664,SF-PLK,AG-658,2025-07-07,42500,5175,47675,0.27,12,69,214.54,4861.17,18,Business,N,,Settled
LN-508415,CL-111849,SF-CPT,AG-637,2025-07-02,38500,4957.5,43457.5,0.25,6,69,195.56,8044.68,27,Funeral,N,,Settled
LN-508416,CL-104062,SF-PTA,AG-614,2025-07-13,50000,5175,55175,0.28,12,69,248.29,5642.01,26,Funeral,N,,Settled
LN-508417,CL-111347,SF-CPT,AG-638,2025-07-02,26000,3707.5,29707.5,0.25,24,69,133.68,1788.22,25,Debt consolidation,N,,Active
LN-508418,CL-115988,SF-BFN,AG-649,2025-07-03,50000,5175,55175,0.27,6,69,248.29,10250.72,4,Business,N,,Settled
LN-508419,CL-118664,SF-MAH,AG-662,2025-07-28,24500,3557.5,28057.5,0.25,12,69,126.26,2861.96,15,Business,N,,SETTLED
LN-508420,CL-108491,SF-DBN,AG-622,2025-07-23,23500,3457.5,26957.5,0.28,24,69,121.31,"1,669.97",16,Funeral,N,,Active
LN-508421,CL-106139,SF-DBN,AG-623,2025-07-03,50000,5175,"55,175.00",0.26,12,69,248.29,5588.16,25,Debt consolidation,N,,Settled
LN-508422,CL-112150,SF-CPT,AG-635,2025-07-24,29500,4057.5,33557.5,0.27,6,69,151.01,6261.53,4,Debt consolidation,N,,Settled
LN-508423,CL-118421,SF-MAH,AG-662,2025-07-14,43000,5175,48175,0.26,12,69,216.79,4887.95,4,Home improvement,N,,Settled
LN-508424,CL-118228,SF-MAH,AG-661,2025-07-25,35500,4657.5,40157.5,0.28,24,69,180.71,2453.89,3,Medical,N,,active
LN-508425,CL-109813,SF-PMB,AG-632,2025-07-11,50000,5175,55175,0.28,12,69,248.29,5642.01,27,Debt consolidation,N,,settled
