assessment_id,loan_id,assessed_at,assessor_agent_id,declared_gross_income_zar,declared_net_income_zar,declared_expenses_zar,existing_obligations_zar,regulated_expense_norm_zar,disposable_income_zar,disposable_after_instalment_zar
AF-709791,LN-509791,2025-09-14,AG-648,6000,5058,1584,1079,1570.88,2395,714.2
AF-709792,LN-509792,2025-09-15,AG-634,4900,4274,1517,1,1485.63,2756,908.54
AF-709793,LN-509793,2025-09-11,AG-636,11600,9805,2058,3073,1965.12,4674,787.21
AF-709794,LN-509794,2025-09-13,AG-617,16900,15456,2463,7554,2325.52,5439,-2040.46
AF-709795,LN-509795,2025-09-03,AG-613,9800,8956,1946,1864,1842.72,5146,965.3
AF-709796,LN-509796,2025-09-17,AG-610,12500,11194,2047,2435,2026.32,6712,1998.36
AF-709797,LN-509797,2025-09-13,AG-626,20100,16775,2696,8019,2543.12,6060,3312.3
AF-709798,LN-509798,2025-09-25,AG-620,11650,9839,2148,4358,1968.52,3333,690.04
AF-709799,LN-509799,2025-09-19,AG-653,9150,7898,1970,3432,1798.52,"2,496.00",-858.71
AF-709800,LN-509800,2025-09-05,AG-659,7451,6587,1742,731,1559.26,4114,3358.62
AF-709801,LN-509801,2025-09-13,AG-656,11050,9190,2060,807,1927.72,6323,4566.61
AF-709802,LN-509802,2025-09-02,AG-643,13300,10915,2274,2394,2080.72,6247,1955.19
AF-709803,LN-509803,2025-09-08,AG-601,10350,9138,1750,1914,1880.12,5474,3196.35
AF-709804,LN-509804,2025-09-23,AG-648,36600,30243,3713,12226,3651.39,14304,10225.04
AF-709805,LN-509805,2025-09-24,AG-639,19150,17122,2647,0,2478.52,14475,11185.18
AF-709806,LN-509806,2025-09-10,AG-619,18600,16235,2329,6164,2441.12,7742,4410.46
AF-709807,LN-509807,2025-09-16,AG-631,17500,14820,2261,3923,2366.32,8636,2610.13
AF-709808,LN-509808,2025-09-10,AG-614,23650,20309,2973,9674,2784.52,7662,4344.28
AF-709809,LN-509809,2025-09-06,AG-659,12750,11330,2264,2429,2043.32,6637,1298.91
AF-709810,LN-509810,2025-09-15,AG-651,9250,8069,1766,4385,1805.32,1918,-1984.93
AF-709811,LN-509811,2025-09-04,AG-617,9650,8657,1917,4749,1832.52,1991,29.93
AF-709812,LN-509812,2025-08-31,AG-614,13650,12515,2231,1595,2104.52,"8,689.00",3073.95
AF-709813,LN-509813,2025-09-24,AG-660,11600,9541,1828,3382,1965.12,4331,1638.44
AF-709814,LN-509814,2025-09-09,AG-647,9800,8330,1850,3505,1842.72,"2,975.00",86.69
AF-709815,LN-509815,2025-09-19,AG-631,15750,13511,2341,6083,2247.32,5087,1551.21
AF-709816,LN-509816,2025-09-03,AG-653,8500,7447,1876,2039,1754.32,3532,2024.85
AF-709817,LN-509817,2025-09-13,AG-656,14300,12854,2098,3621,2148.72,7135,5107.1
AF-709818,LN-509818,2025-09-07,AG-606,19150,17483,2675,4236,2478.52,10572,8136.54
AF-709819,LN-509819,2025-09-04,AG-606,15900,14624,2370,9082,2257.52,3172,770.9
AF-709820,LN-509820,2025-09-15,AG-654,13600,11789,2140,1926,2101.12,7723,6742.17
AF-709821,LN-509821,2025-08-30,AG-655,12800,11710,1926,1902,2046.72,7882,5966.66
AF-709822,LN-509822,2025-09-06,AG-629,23500,21617,2861,5450,2774.32,13306,7663.99
AF-709823,LN-509823,2025-09-07,AG-637,14900,13434,2357,2841,2189.52,8236,5538.29
AF-709824,LN-509824,2025-09-24,AG-616,21650,18814,2457,0,2648.52,16357,10741.95
AF-709825,LN-509825,2025-09-12,AG-605,5100,4382,1509,1231,1501.13,1642,298.67
AF-709826,LN-509826,2025-08-31,AG-660,28022,23862,2796,10342,2539.72,10724,7736.47
AF-709827,LN-509827,2025-09-28,AG-616,18250,16655,2665,3440,2417.32,10550,8828.97
AF-709828,LN-509828,2025-09-13,AG-603,11650,10576,2092,2852,1968.52,5632,1714.94
AF-709829,LN-509829,2025-09-21,AG-637,8150,7390,1640,2878,1730.52,2872,1992.96
AF-709830,LN-509830,2025-09-22,AG-618,9850,8792,1835,4243,1846.12,2714,1585.06
AF-709831,LN-509831,2025-09-03,AG-601,18950,17164,2653,1856,2464.92,12655,4871.05
AF-709832,LN-509832,2025-09-02,AG-641,12950,11792,2082,1916,2056.92,7794,4767.17
AF-709833,LN-509833,2025-09-05,AG-627,4200,3613,1387,888,1431.38,"1,338.00",604.83
AF-709834,LN-509834,2025-08-30,AG-623,11200,9624,2081,5768,1937.92,1775,-10.8
AF-709835,LN-509835,2025-09-20,AG-651,12800,11725,2018,730,2046.72,8977,5597.63
AF-709836,LN-509836,2025-08-31,AG-635,5150,4547,1392,1408,1505.01,1747,1194.51
AF-709837,LN-509837,2025-09-28,AG-660,13900,12131,2229,967,2121.52,8935,-1343.54
AF-709838,LN-509838,2025-09-22,AG-632,5550,5055,1555,1818,1536.01,"1,682.00",-498.78
AF-709839,LN-509839,2025-09-02,AG-657,4700,4283,1528,798,1470.13,1957,1077.96
AF-709840,LN-509840,2025-08-31,AG-626,9500,7930,1700,2049,1822.32,4181,1992.57
AF-709841,LN-509841,2025-09-16,AG-646,11100,9333,2080,0,1931.12,7253,4909.81
AF-709842,LN-509842,2025-09-13,AG-655,15000,13183,2264,4393,2196.32,6526,883.99
AF-709843,LN-509843,2025-09-22,AG-655,6400,5416,1717,1967,1611.52,1732,950.11
AF-709844,LN-509844,2025-09-23,AG-631,16700,15062,2571,4062,2311.92,8429,4434.04
AF-709845,LN-509845,2025-09-10,AG-606,29350,24769,3074,10344,3150.42,11351,1100.28
AF-709846,LN-509846,2025-09-10,AG-655,10150,9271,1948,4619,1866.52,2704,412.11
AF-709847,LN-509847,2025-09-10,AG-608,9550,8456,1963,3535,1825.72,2958,433.5
AF-709848,LN-509848,2025-09-24,AG-621,13100,10981,2195,1760,2067.12,7026,2992.86
AF-709849,LN-509849,2025-09-10,AG-629,7600,6329,1884,0,1693.12,4445,1998.01
AF-709850,LN-509850,2025-09-25,AG-606,6000,5446,1511,3840,1570.88,95,-1973.17
AF-709851,LN-509851,2025-09-16,AG-640,8250,7225,1943,1636,1737.32,3646,2704.15
AF-709852,LN-509852,2025-09-17,AG-639,15050,12961,2254,4726,2199.72,5981,4376.36
AF-709853,LN-509853,2025-09-10,AG-637,10250,8471,1795,3945,1873.32,"2,731.00",1465.07
AF-709854,LN-509854,2025-09-19,AG-609,20000,17904,2469,4242,2536.32,11193,7847.24
AF-709855,LN-509855,2025-09-10,AG-606,13300,11017,1976,1964,2080.72,7077,391.46
AF-709856,LN-509856,2025-09-18,AG-650,14150,11716,2185,4480,2138.52,5051,2162.69
AF-709857,LN-509857,2025-09-13,AG-621,22700,18832,2965,4296,2719.92,11571,7555.37
AF-709858,LN-509858,2025-09-19,AG-659,14990,12308,1843,508,1999.12,9957,8352.36
AF-709859,LN-509859,2025-09-04,AG-652,26000,23424,3221,1902,2918.93,18301,14303.42
AF-709860,LN-509860,2025-09-25,AG-615,15400,13910,2268,4609,2223.52,7033,-2951.42
AF-709861,LN-509861,2025-09-05,AG-627,4900,4300,1570,1695,1485.63,1035,-195.73
AF-709862,LN-509862,2025-09-27,AG-651,11400,9396,2127,2776,1951.52,4493,1465.87
AF-709863,LN-509863,2025-09-22,AG-618,19350,17627,2337,3524,2492.12,11766,10183.16
AF-709864,LN-509864,2025-09-01,AG-637,7450,6512,1713,3769,1682.92,1030,-761.91
AF-709865,LN-509865,2025-09-07,AG-636,8200,7457,1795,3560,1733.92,2102,-498.51
AF-709866,LN-509866,2025-09-28,AG-638,22350,19907,2701,4302,2696.12,12904,8825.04
AF-709867,LN-509867,2025-09-22,AG-613,8650,7566,1646,437,1764.52,5483,1758.82
AF-709868,LN-509868,2025-09-27,AG-645,23750,21766,3007,5586,2791.32,13173,8536.87
AF-709869,LN-509869,2025-09-04,AG-643,16250,14278,2328,4531,2281.32,7419,5063.1
AF-709870,LN-509870,2025-08-29,AG-651,11450,10497,1842,2099,1954.92,6556,3558.35
AF-709871,LN-509871,2025-09-04,AG-641,15850,14200,2193,6125,2254.12,5882,1775.69
AF-709872,LN-509872,2025-09-08,AG-610,9250,7631,1957,1507,1805.32,4167,-890.2
AF-709873,LN-509873,2025-09-03,AG-651,13200,11049,1960,7249,2073.92,1840,-59.48
AF-709874,LN-509874,2025-09-18,AG-616,8550,7286,1769,815,1757.72,4702,2465.66
AF-709875,LN-509875,2025-09-13,AG-655,14600,12540,2023,7686,2169.12,2831,483.73
AF-709876,LN-509876,2025-09-13,AG-647,15000,12610,2371,8867,2196.32,1372,-4192.79
AF-709877,LN-509877,2025-09-18,AG-625,6900,5679,1535,2056,1645.52,2088,483.36
AF-709878,LN-509878,2025-09-02,AG-625,17300,14261,2386,6440,2352.72,5435,3339.53
AF-709879,LN-509879,2025-09-23,AG-623,9800,8400,1768,0,1842.72,6632,4883.61
AF-709880,LN-509880,2025-09-12,AG-609,25600,22422,2744,11328,2891.29,8350,4133.9
AF-709881,LN-509881,2025-09-06,AG-613,12800,11740,2015,6749,2046.72,2976,762.61
AF-709882,LN-509882,2025-09-05,AG-656,17550,14920,2248,1531,2369.72,11141,5498.99
AF-709883,LN-509883,2025-09-10,AG-609,12650,10938,2223,1463,2036.52,7252,4753.75
AF-709884,LN-509884,2025-09-07,AG-659,13752,12606,2006,2058,1914.12,8542,6382.08
AF-709885,LN-509885,2025-09-01,AG-613,12350,10548,1885,2238,2016.12,6425,1744.32
AF-709886,LN-509886,2025-09-20,AG-648,20150,18488,2671,2185,2546.52,13632,8043.84
AF-709887,LN-509887,2025-09-14,AG-653,27800,22993,3248,8486,3043.31,11259,5616.99
AF-709888,LN-509888,2025-09-06,AG-643,14600,12909,2182,5985,2169.12,4742,2257.14
AF-709889,LN-509889,2025-09-25,AG-647,6900,5691,1709,1085,1645.52,2897,1840.86
AF-709890,LN-509890,2025-09-23,AG-604,18350,15918,2348,10460,2424.12,3110,-1426.13
AF-709891,LN-509891,2025-08-29,AG-658,13650,12297,2248,6936,2104.52,3113,-509.68
AF-709892,LN-509892,2025-09-22,AG-605,13950,11611,2331,3428,2124.92,5852,2701.32
AF-709893,LN-509893,2025-09-10,AG-620,8700,7332,1644,2314,1767.92,3374,1010.48
AF-709894,LN-509894,2025-09-13,AG-662,16697,14698,2252,424,2101.12,12022,8776.38
AF-709895,LN-509895,2025-08-31,AG-633,19050,16148,2656,9143,2471.72,4349,1031.28
AF-709896,LN-509896,2025-09-13,AG-623,8000,6844,1611,3210,1720.32,2023,-3135.97
AF-709897,LN-509897,2025-09-05,AG-639,4200,3781,1407,1168,1431.38,1206,251.69
AF-709898,LN-509898,2025-09-16,AG-602,8350,7276,1844,1611,1744.12,3821,208.02
AF-709899,LN-509899,2025-08-30,AG-615,17650,16219,2420,7188,2376.52,6611,1046.21
AF-709900,LN-509900,2025-09-11,AG-638,11050,9642,2003,4597,1927.72,3042,751.42
AF-709901,LN-509901,2025-09-25,AG-657,15300,12931,2434,3611,2216.72,6886,4408.61
AF-709902,LN-509902,2025-09-18,AG-615,16700,13995,2196,7437,2311.92,4362,-575.97
AF-709903,LN-509903,2025-09-22,AG-631,19400,16649,2392,0,2495.52,14257,13177.64
AF-709904,LN-509904,2025-09-14,AG-643,8300,6895,1622,2594,1740.72,2679,860.59
AF-709905,LN-509905,2025-09-20,AG-662,22544,20222,2390,2420,2447.92,15412,12827.45
AF-709906,LN-509906,2025-09-21,AG-657,8050,6731,1768,3868,1723.72,1095,-1107.54
AF-709907,LN-509907,2025-09-14,AG-651,5800,4785,1540,2688,1555.38,557,-35.85
AF-709908,LN-509908,2025-09-23,AG-650,8250,7070,1797,2011,1737.32,3262,1753.45
AF-709909,LN-509909,2025-09-17,AG-662,9400,7929,1961,2002,1815.52,3966,1990.81
AF-709910,LN-509910,2025-08-30,AG-629,13250,11251,2126,3807,2077.32,"5,318.00",2552.03
AF-709911,LN-509911,2025-09-18,AG-649,20550,18535,2542,1532,2573.72,14461,10409.27
AF-709912,LN-509912,2025-09-27,AG-606,21400,18970,2635,11571,2631.52,4764,1723.35
AF-709913,LN-509913,2025-09-05,AG-627,15550,14004,2463,3814,2233.72,7727,5390.67
AF-709914,LN-509914,2025-09-27,AG-638,9100,7662,1718,2759,1795.12,"3,185.00",1204.89
AF-709915,LN-509915,2025-09-21,AG-633,19350,16584,2581,6857,2492.12,"7,146.00",3800.24
AF-709916,LN-509916,2025-09-21,AG-638,6550,5551,1563,1355,1621.72,2633,832.91
AF-709917,LN-509917,2025-09-19,AG-610,14350,12500,2189,4729,2152.12,5582,-60.01
AF-709918,LN-509918,2025-09-11,AG-644,14750,12949,2332,7177,2179.32,3440,2523.08
AF-709919,LN-509919,2025-09-11,AG-601,14850,12749,2034,2439,2186.12,8276,4986.18
AF-709920,LN-509920,2025-09-14,AG-647,8000,6963,1741,1563,1720.32,3659,2305.32
AF-709921,LN-509921,2025-09-20,AG-661,28635,24367,2567,6098,2597.52,15702,12467.55
AF-709922,LN-509922,2025-09-20,AG-627,21250,18338,2461,7318,2621.32,8559,4507.27
AF-709923,LN-509923,2025-09-23,AG-647,12600,10502,1888,5962,2033.12,2652,-7626.54
AF-709924,LN-509924,2025-09-20,AG-628,5850,4805,1457,1259,1559.26,2089,1022.51
AF-709925,LN-509925,2025-09-17,AG-624,5950,5210,1754,2432,1567.01,1024,-490.14
AF-709926,LN-509926,2025-09-26,AG-606,11900,10469,1952,3254,1985.52,5263,2387.4
AF-709927,LN-509927,2025-09-03,AG-624,14300,12666,2230,7828,2148.72,2608,1242.36
AF-709928,LN-509928,2025-09-09,AG-623,19500,17270,2392,4182,2502.32,10696,8503.42
AF-709929,LN-509929,2025-09-26,AG-638,7000,6285,1766,2063,1652.32,2456,1259.59
AF-709930,LN-509930,2025-09-06,AG-645,20000,18289,2749,4652,2536.32,10888,8875.51
AF-709931,LN-509931,2025-09-20,AG-657,9000,7799,1945,1059,1788.32,4795,-2563.02
AF-709932,LN-509932,2025-09-20,AG-652,11750,10540,2183,2762,1975.32,5595,3342.35
AF-709933,LN-509933,2025-09-11,AG-658,9400,8371,1696,2640,1815.52,4035,1269.03
AF-709934,LN-509934,2025-09-07,AG-639,22650,19644,2889,596,2716.52,16159,14734.75
AF-709935,LN-509935,2025-09-17,AG-616,12500,11377,1923,6843,2026.32,2611,-1092.86
AF-709936,LN-509936,2025-09-02,AG-629,19100,16897,2385,4520,2475.12,"9,992.00",6729.94
AF-709937,LN-509937,2025-09-04,AG-613,4900,4243,1660,2008,1485.63,575,156.66
AF-709938,LN-509938,2025-09-24,AG-605,21950,18499,2542,8504,2668.92,7453,5602.43
AF-709939,LN-509939,2025-09-14,AG-650,24200,21527,3117,9098,2821.92,9312,5233.04
AF-709940,LN-509940,2025-09-21,AG-637,23800,19644,2707,6526,2794.72,10411,4822.84
AF-709941,LN-509941,2025-09-04,AG-654,10450,9609,1964,5369,1886.92,2276,-2434.39
AF-709942,LN-509942,2025-09-04,AG-619,8900,7433,1773,2714,1781.52,"2,946.00",-883.1
AF-709943,LN-509943,2025-09-11,AG-630,14700,12584,2422,3211,2175.92,6951,3633.28
AF-709944,LN-509944,2025-09-09,AG-659,16450,13717,2181,7087,2294.92,4449,2553.22
AF-709945,LN-509945,2025-09-25,AG-613,9250,8047,1847,3084,1805.32,3116,1046.32
AF-709946,LN-509946,2025-09-08,AG-629,11550,10204,2026,3094,1961.72,"5,084.00",2116.81
AF-709947,LN-509947,2025-09-06,AG-642,8650,7640,1683,2968,1764.52,2989,1841.65
AF-709948,LN-509948,2025-09-01,AG-655,15450,13253,2340,1895,2226.92,9018,3529.87
AF-709949,LN-509949,2025-09-18,AG-660,10050,9055,1962,1038,1859.72,6055,1818.75
AF-709950,LN-509950,2025-09-05,AG-641,9200,7856,1802,1633,1801.92,4421,2489.78
AF-709951,LN-509951,2025-09-16,AG-658,15200,13691,2473,3360,2209.92,7858,5916.42
AF-709952,LN-509952,2025-09-17,AG-654,13600,12117,2310,4510,2101.12,"5,297.00",2892.57
AF-709953,LN-509953,2025-08-31,AG-616,12150,10028,2035,3870,2002.52,4123,1549.29
AF-709954,LN-509954,2025-09-07,AG-633,10450,8973,1884,3732,1886.92,"3,357.00",1918.52
AF-709955,LN-509955,2025-09-19,AG-607,10350,8715,1918,4686,1880.12,2111,211.52
AF-709956,LN-509956,2025-09-22,AG-617,9950,8927,1872,2605,1852.92,4450,3610.02
AF-709957,LN-509957,2025-09-19,AG-661,10914,9950,1697,1026,1727.12,7227,5024.46
AF-709958,LN-509958,2025-09-20,AG-617,9450,8049,1962,3870,1818.92,2217,1240.56
AF-709959,LN-509959,2025-09-12,AG-660,20249,16822,2174,1644,2298.32,13004,5321.55
AF-709960,LN-509960,2025-09-15,AG-615,14250,12487,2100,4940,2145.32,5447,3283.98
AF-709961,LN-509961,2025-09-16,AG-629,17750,15806,2465,7483,2383.32,5858,1788.41
AF-709962,LN-509962,2025-09-22,AG-645,13000,10941,2104,5951,2060.32,2886,1650.73
AF-709963,LN-509963,2025-09-03,AG-605,17550,15696,2386,2982,2369.72,10328,7038.18
AF-709964,LN-509964,2025-09-05,AG-655,4200,3496,1445,946,1431.38,1105,-76.17
AF-709965,LN-509965,2025-09-03,AG-621,13900,11922,1972,106,2121.52,"9,844.00",6856.47
AF-709966,LN-509966,2025-09-14,AG-659,17942,15198,2043,4828,2114.72,8327,5561.03
AF-709967,LN-509967,2025-09-19,AG-612,11350,9896,1824,1415,1948.12,6657,-2763.31
AF-709968,LN-509968,2025-08-30,AG-619,4200,3741,1435,524,1431.38,1782,164.28
AF-709969,LN-509969,2025-09-18,AG-601,6950,6111,1570,2643,1648.92,1898,589.31
AF-709970,LN-509970,2025-09-27,AG-619,11300,10135,1953,4190,1944.72,"3,992.00",1183.09
AF-709971,LN-509971,2025-09-01,AG-650,19550,17296,2589,5523,2505.72,9184,7695.54
AF-709972,LN-509972,2025-09-19,AG-641,24050,20165,2779,0,2811.72,17386,15037.04
AF-709973,LN-509973,2025-09-16,AG-647,7700,6901,1711,4821,1699.92,369,-1268.3
AF-709974,LN-509974,2025-09-22,AG-648,13050,11559,1989,2848,2063.72,6722,2643.04
AF-709975,LN-509975,2025-09-16,AG-622,8800,7250,1960,1384,1774.72,"3,906.00",1608.51
AF-709976,LN-509976,2025-09-10,AG-610,4250,3811,1543,1215,1435.26,1053,213.02
AF-709977,LN-509977,2025-09-15,AG-609,12850,11603,2085,7760,2050.12,"1,758.00",140.12
AF-709978,LN-509978,2025-09-01,AG-652,11550,10474,2170,5129,1961.72,3175,-1131.03
AF-709979,LN-509979,2025-09-02,AG-622,25450,20906,2770,8883,2880.93,9253,5935.28
AF-709980,LN-509980,2025-09-02,AG-623,8200,7436,1779,2965,1733.92,2692,-584.26
AF-709981,LN-509981,2025-09-13,AG-654,19050,16951,2716,6457,2471.72,7778,2216.65
AF-709982,LN-509982,2025-09-26,AG-630,12550,10619,2061,1947,2029.72,6611,5659.64
AF-709983,LN-509983,2025-09-11,AG-652,5650,4888,1575,1182,1543.76,2131,155.81
AF-709984,LN-509984,2025-09-21,AG-620,9750,8039,1926,752,1839.32,5361,-2524.44
AF-709985,LN-509985,2025-09-05,AG-656,8600,7069,1947,3211,1761.12,1911,883.11
AF-709986,LN-509986,2025-09-12,AG-614,9050,8223,1764,4021,1791.72,2438,1218.52
AF-709987,LN-509987,2025-09-09,AG-641,18000,16558,2478,2326,2400.32,"11,754.00",10000.58
AF-709988,LN-509988,2025-09-22,AG-656,16500,13679,2438,7370,2298.32,3871,1578.21
AF-709989,LN-509989,2025-09-20,AG-612,17200,14725,2535,7044,2345.92,5146,1039.69
AF-709990,LN-509990,2025-09-09,AG-661,12500,11037,2006,1928,2026.32,"7,103.00",4256.33
AF-709991,LN-509991,2025-09-15,AG-618,17350,14469,2469,3345,2356.12,8655,6085.18
AF-709992,LN-509992,2025-09-19,AG-651,11200,9387,1816,4513,1937.92,3058,-2130.04
AF-709993,LN-509993,2025-09-27,AG-620,6250,5141,1635,2414,1590.26,1092,486.15
AF-709994,LN-509994,2025-09-04,AG-657,10300,8501,2091,2021,1876.72,4389,263.85
AF-709995,LN-509995,2025-08-31,AG-643,5850,5309,1478,1840,1559.26,1991,398.2
AF-709996,LN-509996,2025-09-07,AG-619,12550,11024,1986,5659,2029.72,3379,1023.1
AF-709997,LN-509997,2025-09-21,AG-659,26093,22650,2491,3793,2573.72,16366,14113.35
AF-709998,LN-509998,2025-09-04,AG-649,13450,11949,1976,1653,2090.92,8320,5272.89
AF-709999,LN-509999,2025-09-12,AG-622,22000,18287,2851,13693,2672.32,1743,-861.99
AF-710000,LN-510000,2025-09-06,AG-628,22550,20507,2870,12214,2709.72,5423,2740.46
AF-710001,LN-510001,2025-09-04,AG-606,11250,10195,1839,3524,1941.32,4832,3684.65
AF-710002,LN-510002,2025-09-02,AG-637,13550,11594,2184,4680,2097.72,4730,3568.96
AF-710003,LN-510003,2025-09-06,AG-621,20650,17147,2761,3458,2580.52,10928,6849.04
AF-710004,LN-510004,2025-09-07,AG-612,8050,7188,1668,3017,1723.72,2503,1180.15
AF-710005,LN-510005,2025-09-26,AG-605,18100,16622,2435,9973,2407.12,4214,2624
AF-710006,LN-510006,2025-09-01,AG-662,17301,15836,1912,7796,2033.12,6128,2021.69
AF-710007,LN-510007,2025-08-31,AG-619,17150,14878,2548,6970,2342.52,5360,2044.27
AF-710008,LN-510008,2025-09-08,AG-657,10750,9159,1902,2251,1907.32,5006,-3884.75
AF-710009,LN-510009,2025-08-30,AG-606,10750,9683,1923,2257,1907.32,5503,4387.08
AF-710010,LN-510010,2025-09-10,AG-612,5750,4732,1518,1868,1551.51,1346,726.03
AF-710011,LN-510011,2025-09-03,AG-613,12750,11354,1958,0,2043.32,9396,-327.43
AF-710012,LN-510012,2025-09-02,AG-603,7400,6616,1655,2605,1679.52,2356,641.7
AF-710013,LN-510013,2025-09-11,AG-606,13300,10996,2016,4142,2080.72,4838,-307.1
AF-710014,LN-510014,2025-09-19,AG-662,16319,13605,1909,5599,2070.52,6097,3705.29
AF-710015,LN-510015,2025-09-27,AG-625,33750,28646,3864,14057,3454.46,10725,8184.68
AF-710016,LN-510016,2025-09-23,AG-633,6850,5923,1621,3247,1642.12,1055,310.54
AF-710017,LN-510017,2025-09-05,AG-653,8850,7640,1914,2768,1778.12,2958,621.67
AF-710018,LN-510018,2025-09-17,AG-638,8700,7419,1884,0,1767.92,5535,3419.72
AF-710019,LN-510019,2025-09-10,AG-615,8150,6841,1646,2430,1730.52,2765,1058.16
AF-710020,LN-510020,2025-09-06,AG-629,26450,23022,3071,7986,2950.03,11965,6376.84
AF-710021,LN-510021,2025-09-17,AG-631,11400,10443,1873,2126,1951.52,"6,444.00",5183.43
AF-710022,LN-510022,2025-09-23,AG-634,19700,16969,2478,12608,2515.92,1883,-3705.16
AF-710023,LN-510023,2025-09-21,AG-604,6400,5423,1666,891,1611.52,2866,1915.98
AF-710024,LN-510024,2025-09-15,AG-616,7550,6383,1773,2204,1689.72,2406,1582.14
AF-710025,LN-510025,2025-09-25,AG-654,12050,10938,1988,1478,1995.72,7472,-231.26
AF-710026,LN-510026,2025-09-07,AG-602,41350,34749,4036,16169,3979.62,14544,10555.25
AF-710027,LN-510027,2025-09-05,AG-632,19750,16205,2699,6426,2519.32,7080,3065.96
AF-710028,LN-510028,2025-09-15,AG-623,25400,22520,3170,0,2877.47,19350,13761.84
AF-710029,LN-510029,2025-09-25,AG-650,20950,18817,2659,0,2600.92,"16,158.00",13434.59
AF-710030,LN-510030,2025-08-31,AG-644,8400,7616,1710,1248,1747.52,4658,1631.79
AF-710031,LN-510031,2025-09-06,AG-628,8000,7183,1841,2877,1720.32,2465,1528.7
AF-710032,LN-510032,2025-09-13,AG-636,4950,4150,1637,1071,1489.51,1442,-867.36
AF-710033,LN-510033,2025-09-01,AG-646,17550,15963,2466,3052,2369.72,10445,6997.24
AF-710034,LN-510034,2025-09-27,AG-610,15000,12327,2297,2169,2196.32,7861,2547.5
AF-710035,LN-510035,2025-09-24,AG-662,6711,5901,1433,2686,1536.01,1782,-818.51
AF-710036,LN-510036,2025-09-15,AG-631,7450,6187,1609,4182,1682.92,396,-2974.74
AF-710037,LN-510037,2025-09-08,AG-638,13050,11383,2182,2777,2063.72,6424,3306.62
AF-710038,LN-510038,2025-09-14,AG-615,14850,13450,2251,3243,2186.12,7956,-1212.31
AF-710039,LN-510039,2025-09-06,AG-601,15100,12527,2162,7446,2203.12,2919,1664.08
AF-710040,LN-510040,2025-09-02,AG-625,24700,20904,3180,8535,2855.92,9189,3546.99
AF-710041,LN-510041,2025-09-04,AG-660,12273,10727,1820,3370,1808.72,5537,2716.42
AF-710042,LN-510042,2025-09-03,AG-625,7600,6476,1732,2295,1693.12,2449,145.46
AF-710043,LN-510043,2025-09-19,AG-622,12100,10662,1856,3002,1999.12,5804,3010.37
AF-710044,LN-510044,2025-09-17,AG-638,9550,8457,1976,3150,1825.72,3331,1427.98
AF-710045,LN-510045,2025-09-13,AG-628,6200,5230,1576,2877,1586.38,777,-851.47
AF-710046,LN-510046,2025-09-11,AG-647,9450,7975,1969,2028,1818.92,3978,2074.98
AF-710047,LN-510047,2025-09-05,AG-622,13350,11688,2000,3457,2084.12,6231,563.17
AF-710048,LN-510048,2025-09-03,AG-601,17000,14855,2606,2474,2332.32,9775,4159.95
AF-710049,LN-510049,2025-09-11,AG-651,28050,25157,3400,8948,3060.59,12809,7193.95
AF-710050,LN-510050,2025-09-27,AG-627,8350,7544,1655,1919,1744.12,3970,2902.61
AF-710051,LN-510051,2025-09-06,AG-621,15800,13781,2080,5698,2250.72,6003,4082.18
AF-710052,LN-510052,2025-09-17,AG-623,10300,9044,1985,3482,1876.72,"3,577.00",1758.82
AF-710053,LN-510053,2025-09-12,AG-648,8650,7696,1904,2520,1764.52,3272,1950.43
AF-710054,LN-510054,2025-09-08,AG-636,8150,6956,1634,926,1730.52,4396,2727.56
AF-710055,LN-510055,2025-09-21,AG-604,26750,22869,2836,10223,2970.76,9810,6464.24
AF-710056,LN-510056,2025-09-08,AG-625,9750,8654,1715,5556,1839.32,1383,-592.19
AF-710057,LN-510057,2025-09-02,AG-660,10600,8935,1860,2112,1897.12,4963,1283.76
AF-710058,LN-510058,2025-09-11,AG-640,4200,3736,1569,995,1431.38,1172,171.52
AF-710059,LN-510059,2025-09-23,AG-644,9200,8116,1965,1325,1801.92,"4,826.00",3545.89
AF-710060,LN-510060,2025-09-05,AG-643,6350,5497,1535,802,1608.12,3160,2420.14
AF-710061,LN-510061,2025-09-18,AG-649,22800,19199,2921,4719,2726.72,11559,9011.16
AF-710062,LN-510062,2025-09-03,AG-640,11150,9720,1999,2841,1934.52,4880,52.41
AF-710063,LN-510063,2025-09-20,AG-629,13250,11300,1936,2637,2077.32,6727,1664.8
AF-710064,LN-510064,2025-09-04,AG-626,7600,6521,1869,0,1693.12,4652,971.28
AF-710065,LN-510065,2025-09-14,AG-602,5100,4242,1472,1302,1501.13,1468,810.61
AF-710066,LN-510066,2025-09-22,AG-616,9050,7919,1835,3141,1791.72,2943,1740.11
AF-710067,LN-510067,2025-09-12,AG-646,10950,9767,1817,4031,1920.92,3919,2579.03
