activity_id,loan_id,activity_date,channel,outcome,cost_zar,arrears_bucket_at_time
CA-810887,LN-507953,2026-02-27,Call,Number unobtainable,27.22,31-60
CA-810888,LN-507986,2026-02-17,Letter,Refused,48.32,61-90
CA-810889,LN-507986,2026-02-20,Letter,Left message,43.47,61-90
CA-810890,LN-508007,2026-02-23,Letter,Left message,43.83,61-90
CA-810891,LN-508007,2026-02-14,Letter,No answer,44.25,61-90
CA-810892,LN-508007,2026-02-24,Field,Refused,353.31,61-90
CA-810893,LN-508041,2026-02-19,SMS,Number unobtainable,1.29,31-60
CA-810894,LN-508041,2026-02-23,Call,No answer,25.31,31-60
CA-810895,LN-508065,2026-02-17,SMS,No answer,1.29,1-30
CA-810896,LN-508114,2026-02-18,Call,Refused,25.68,90+
CA-810897,LN-508114,2026-02-08,Call,Left message,25.86,90+
CA-810898,LN-508132,2026-02-13,SMS,Refused,1.19,1-30
CA-810899,LN-508148,2026-02-20,SMS,Number unobtainable,1.21,31-60
CA-810900,LN-508155,2026-02-15,SMS,Number unobtainable,1.25,31-60
CA-810901,LN-508173,2026-02-21,Field,No answer,307.78,90+
CA-810902,LN-508173,2026-02-21,Field,Paid in full,317.47,90+
CA-810903,LN-508173,2026-02-27,Call,Refused,28.9,90+
CA-810904,LN-508183,2026-02-24,Call,Left message,32.39,90+
CA-810905,LN-508183,2026-02-10,Call,Left message,24.68,90+
CA-810906,LN-508183,2026-02-27,Call,No answer,24.82,90+
CA-810907,LN-508183,2026-02-14,Field,No answer,266.11,90+
CA-810908,LN-508183,2026-02-13,Letter,Left message,58.33,90+
CA-810909,LN-508186,2026-02-08,Letter,Left message,45.25,61-90
CA-810910,LN-508188,2026-02-09,Call,Left message,29.36,90+
CA-810911,LN-508188,2026-02-08,Letter,Number unobtainable,50.24,90+
CA-810912,LN-508199,2026-02-10,Call,No answer,26.74,1-30
CA-810913,LN-508214,2026-02-05,Call,Number unobtainable,30.46,1-30
CA-810914,LN-508219,2026-02-21,Call,Left message,27.42,61-90
CA-810915,LN-508219,2026-02-18,Call,Promise to pay,26.76,61-90
CA-810916,LN-508219,2026-02-04,Field,Promise to pay,312.05,61-90
CA-810917,LN-508223,2026-02-27,Field,Partial payment,333.16,90+
CA-810918,LN-508223,2026-02-27,Call,Left message,30.26,90+
CA-810919,LN-508223,2026-02-08,Call,Refused,23.97,90+
CA-810920,LN-508223,2026-02-22,Field,Partial payment,341.65,90+
CA-810921,LN-508223,2026-02-27,Letter,Refused,47.06,90+
CA-810922,LN-508245,2026-02-09,Call,Refused,27.59,61-90
CA-810923,LN-508245,2026-02-03,Call,Promise to pay,31.7,61-90
CA-810924,LN-508247,2026-02-26,SMS,Left message,1.1,31-60
CA-810925,LN-508247,2026-02-12,SMS,Number unobtainable,1.26,31-60
CA-810926,LN-508253,2026-02-06,SMS,Number unobtainable,1.07,1-30
CA-810927,LN-508282,2026-02-22,SMS,Number unobtainable,1.14,31-60
CA-810928,LN-508282,2026-02-26,Call,Refused,29.09,31-60
CA-810929,LN-508293,2026-02-25,Call,Left message,33.98,90+
CA-810930,LN-508293,2026-02-16,Call,Promise to pay,25.81,90+
CA-810931,LN-508293,2026-02-08,Call,Number unobtainable,32.26,90+
CA-810932,LN-508293,2026-02-03,Call,Number unobtainable,24.06,90+
CA-810933,LN-508293,2026-02-03,Letter,No answer,49.48,90+
CA-810934,LN-508295,2026-02-19,SMS,Refused,1.16,1-30
CA-810935,LN-508297,2026-02-28,SMS,Number unobtainable,1.14,31-60
CA-810936,LN-508297,2026-02-25,Call,Promise to pay,27.15,31-60
CA-810937,LN-508300,2026-02-08,Call,Refused,27.01,31-60
CA-810938,LN-508308,2026-02-13,Call,Refused,27.47,90+
CA-810939,LN-508308,2026-02-19,Field,Number unobtainable,300.62,90+
CA-810940,LN-508319,2026-02-08,Letter,Left message,54.24,90+
CA-810941,LN-508319,2026-02-11,Call,Refused,29.84,90+
CA-810942,LN-508319,2026-02-23,Field,Partial payment,336.71,90+
CA-810943,LN-508319,2026-02-16,Call,Number unobtainable,26.33,90+
CA-810944,LN-508326,2026-02-16,Field,Number unobtainable,276.61,61-90
CA-810945,LN-508338,2026-02-08,Call,No answer,25.53,61-90
CA-810946,LN-508338,2026-02-16,Letter,Left message,49.18,61-90
CA-810947,LN-508338,2026-02-23,Letter,Number unobtainable,41.68,61-90
CA-810948,LN-508339,2026-02-10,Field,Paid in full,369.29,90+
CA-810949,LN-508339,2026-02-09,Call,Promise to pay,25.02,90+
CA-810950,LN-508339,2026-02-14,Field,Partial payment,293.19,90+
CA-810951,LN-508339,2026-02-13,Call,Refused,29.39,90+
CA-810952,LN-508344,2026-02-18,SMS,No answer,1.23,1-30
CA-810953,LN-508368,2026-02-14,Letter,No answer,47.15,90+
CA-810954,LN-508368,2026-02-27,Field,Promise to pay,305.33,90+
CA-810955,LN-508368,2026-02-13,Letter,Refused,46.26,90+
CA-810956,LN-508374,2026-02-15,Call,No answer,31.77,31-60
CA-810957,LN-508379,2026-02-07,Call,No answer,25.95,90+
CA-810958,LN-508379,2026-02-12,Call,Number unobtainable,27.24,90+
CA-810959,LN-508394,2026-02-24,SMS,Refused,1.09,1-30
CA-810960,LN-508395,2026-02-13,Field,Refused,328.07,61-90
CA-810961,LN-508395,2026-02-09,Field,Number unobtainable,350.44,61-90
CA-810962,LN-508395,2026-02-13,Field,Number unobtainable,326.61,61-90
CA-810963,LN-508397,2026-02-13,Call,Number unobtainable,29.65,31-60
CA-810964,LN-508397,2026-02-07,Call,Refused,24.83,31-60
CA-810965,LN-508399,2026-02-25,Letter,Refused,41.81,90+
CA-810966,LN-508399,2026-02-27,Field,Left message,358.19,90+
CA-810967,LN-508464,2026-02-19,Call,Refused,27.31,1-30
CA-810968,LN-508472,2026-02-08,Field,Paid in full,328.69,61-90
CA-810969,LN-508472,2026-02-22,Call,Left message,27.01,61-90
CA-810970,LN-508472,2026-02-11,Field,Left message,333.39,61-90
CA-810971,LN-508485,2026-02-06,Call,Refused,28.99,90+
CA-810972,LN-508485,2026-02-21,Field,Number unobtainable,293.2,90+
CA-810973,LN-508485,2026-02-03,Call,Left message,27.54,90+
CA-810974,LN-508507,2026-02-08,Call,Number unobtainable,26.6,31-60
CA-810975,LN-508507,2026-02-04,SMS,No answer,1.14,31-60
CA-810976,LN-508512,2026-02-25,Call,Left message,30.49,31-60
CA-810977,LN-508517,2026-02-13,Letter,Paid in full,44.06,90+
CA-810978,LN-508517,2026-02-14,Call,Partial payment,22.23,90+
CA-810979,LN-508517,2026-02-13,Letter,No answer,55.46,90+
CA-810980,LN-508517,2026-02-04,Call,Number unobtainable,25.79,90+
CA-810981,LN-508517,2026-02-09,Field,Refused,302.45,90+
CA-810982,LN-508523,2026-02-12,Field,Refused,336.96,61-90
CA-810983,LN-508523,2026-02-14,Letter,No answer,49.15,61-90
CA-810984,LN-508523,2026-02-11,Call,Promise to pay,31.88,61-90
CA-810985,LN-508540,2026-02-06,Field,Number unobtainable,337.86,61-90
CA-810986,LN-508540,2026-02-24,Letter,Number unobtainable,41.67,61-90
CA-810987,LN-508540,2026-02-05,Call,No answer,24.66,61-90
CA-810988,LN-508559,2026-02-25,Call,Paid in full,26.67,90+
CA-810989,LN-508559,2026-02-10,Letter,Paid in full,42.81,90+
CA-810990,LN-508579,2026-02-11,SMS,Left message,1.24,31-60
CA-810991,LN-508579,2026-02-14,Call,Promise to pay,28.57,31-60
CA-810992,LN-508582,2026-02-16,Call,No answer,32.01,61-90
CA-810993,LN-508582,2026-02-28,Call,Paid in full,30.7,61-90
CA-810994,LN-508593,2026-02-18,SMS,Refused,1.11,31-60
CA-810995,LN-508593,2026-02-22,SMS,Left message,1.12,31-60
CA-810996,LN-508600,2026-02-16,Call,Paid in full,28.76,31-60
CA-810997,LN-508616,2026-02-05,Call,Number unobtainable,28.2,61-90
CA-810998,LN-508617,2026-02-21,Call,No answer,24.71,61-90
CA-810999,LN-508617,2026-02-05,Call,Paid in full,30.87,61-90
CA-811000,LN-508646,2026-02-21,SMS,Refused,0.99,31-60
CA-811001,LN-508646,2026-02-13,SMS,Left message,1.2,31-60
CA-811002,LN-508655,2026-02-09,SMS,Refused,1.46,1-30
CA-811003,LN-508659,2026-02-06,Field,Left message,312.9,90+
CA-811004,LN-508659,2026-02-27,Letter,Left message,46.8,90+
CA-811005,LN-508659,2026-02-09,Field,Number unobtainable,340.34,90+
CA-811006,LN-508669,2026-02-23,Call,No answer,30.09,61-90
CA-811007,LN-508669,2026-02-21,Call,Refused,28.66,61-90
CA-811008,LN-508685,2026-02-03,Call,No answer,28.08,1-30
CA-811009,LN-508688,2026-02-20,Call,No answer,28.99,1-30
CA-811010,LN-508697,2026-02-11,Call,Refused,26.9,61-90
CA-811011,LN-508736,2026-02-04,Call,Promise to pay,26.53,61-90
CA-811012,LN-508739,2026-02-17,SMS,Refused,1.18,31-60
CA-811013,LN-508739,2026-02-26,SMS,Number unobtainable,1.24,31-60
CA-811014,LN-508749,2026-02-13,SMS,Refused,1.11,1-30
CA-811015,LN-508752,2026-02-27,Call,Left message,25.86,31-60
CA-811016,LN-508752,2026-02-15,SMS,Refused,1.24,31-60
CA-811017,LN-508754,2026-02-12,SMS,Refused,1.27,31-60
CA-811018,LN-508754,2026-02-16,SMS,Number unobtainable,1.39,31-60
CA-811019,LN-508757,2026-02-07,SMS,Number unobtainable,1.3,1-30
CA-811020,LN-508773,2026-02-04,SMS,Left message,1.2,31-60
CA-811021,LN-508773,2026-02-16,SMS,Promise to pay,1.19,31-60
CA-811022,LN-508798,2026-02-12,SMS,No answer,1.06,1-30
CA-811023,LN-508805,2026-02-08,Call,Left message,26.68,1-30
CA-811024,LN-508810,2026-02-09,Call,No answer,28.44,90+
CA-811025,LN-508810,2026-02-07,Field,No answer,301.86,90+
CA-811026,LN-508812,2026-02-03,Call,No answer,32.02,31-60
CA-811027,LN-508816,2026-02-15,Field,No answer,274.53,61-90
CA-811028,LN-508816,2026-02-16,Field,No answer,317.4,61-90
CA-811029,LN-508816,2026-02-07,Letter,Refused,45.38,61-90
CA-811030,LN-508827,2026-02-19,Call,Number unobtainable,27.25,31-60
CA-811031,LN-508827,2026-02-04,SMS,Refused,1.36,31-60
CA-811032,LN-508875,2026-02-21,Call,Promise to pay,26.59,90+
CA-811033,LN-508875,2026-02-16,Field,Number unobtainable,318.36,90+
CA-811034,LN-508875,2026-02-10,Call,Promise to pay,29.24,90+
CA-811035,LN-508875,2026-02-05,Field,Refused,311.97,90+
CA-811036,LN-508875,2026-02-21,Letter,Left message,47.6,90+
CA-811037,LN-508878,2026-02-14,SMS,Left message,1.07,1-30
CA-811038,LN-508879,2026-02-26,Field,Left message,338.59,90+
CA-811039,LN-508879,2026-02-18,Field,Number unobtainable,298.15,90+
CA-811040,LN-508879,2026-02-06,Field,No answer,307.56,90+
CA-811041,LN-508879,2026-02-22,Letter,Refused,42.33,90+
CA-811042,LN-508880,2026-02-11,SMS,Left message,1.24,1-30
CA-811043,LN-508901,2026-02-22,Call,Promise to pay,28.95,61-90
CA-811044,LN-508901,2026-02-05,Call,No answer,28.78,61-90
CA-811045,LN-508903,2026-02-06,Call,Left message,28.05,61-90
CA-811046,LN-508903,2026-02-11,Letter,No answer,44.67,61-90
CA-811047,LN-508904,2026-02-03,Field,No answer,340.44,90+
CA-811048,LN-508904,2026-02-09,Call,Number unobtainable,24.37,90+
CA-811049,LN-508904,2026-02-07,Call,Refused,28,90+
CA-811050,LN-508904,2026-02-07,Call,Left message,28.88,90+
CA-811051,LN-508904,2026-02-19,Call,Paid in full,25.92,90+
CA-811052,LN-508928,2026-02-28,SMS,Refused,1.13,31-60
CA-811053,LN-508929,2026-02-16,Call,Refused,23.75,1-30
CA-811054,LN-508946,2026-02-15,SMS,No answer,1.28,1-30
CA-811055,LN-508953,2026-02-06,Letter,Partial payment,43.8,61-90
CA-811056,LN-508953,2026-02-28,Call,Partial payment,30.36,61-90
CA-811057,LN-508953,2026-02-12,Letter,Left message,44.59,61-90
CA-811058,LN-508958,2026-02-13,SMS,No answer,1.2,1-30
CA-811059,LN-508988,2026-02-12,Call,Paid in full,28.79,61-90
CA-811060,LN-508988,2026-02-14,Letter,Left message,41.99,61-90
CA-811061,LN-508995,2026-02-08,Call,Refused,29.36,61-90
CA-811062,LN-509027,2026-02-13,SMS,Refused,1.25,31-60
CA-811063,LN-509027,2026-02-13,Call,Number unobtainable,27.17,31-60
CA-811064,LN-509043,2026-02-13,Call,Paid in full,27.23,90+
CA-811065,LN-509043,2026-02-16,Call,No answer,30.66,90+
CA-811066,LN-509043,2026-02-09,Call,No answer,26.06,90+
CA-811067,LN-509043,2026-02-20,Call,Left message,27.85,90+
CA-811068,LN-509043,2026-02-16,Call,Refused,28.84,90+
CA-811069,LN-509048,2026-02-06,Call,Partial payment,25.14,1-30
CA-811070,LN-509067,2026-02-07,SMS,Refused,1.21,31-60
CA-811071,LN-509078,2026-02-24,SMS,No answer,1.17,31-60
CA-811072,LN-509092,2026-02-05,Field,Partial payment,308.44,61-90
CA-811073,LN-509092,2026-02-08,Call,Refused,29.99,61-90
CA-811074,LN-509115,2026-02-20,Call,Left message,29.19,1-30
CA-811075,LN-509117,2026-02-16,SMS,No answer,1.23,1-30
CA-811076,LN-509119,2026-02-14,SMS,Refused,1.32,1-30
CA-811077,LN-509126,2026-02-13,SMS,Left message,1.14,1-30
CA-811078,LN-509129,2026-02-19,Call,Left message,28.95,1-30
CA-811079,LN-509155,2026-02-24,Call,Left message,26.92,90+
CA-811080,LN-509155,2026-02-24,Field,Number unobtainable,301.36,90+
CA-811081,LN-509155,2026-02-10,Field,Refused,290.64,90+
CA-811082,LN-509160,2026-02-09,Call,Refused,24.4,1-30
CA-811083,LN-509169,2026-02-21,SMS,No answer,1.11,1-30
CA-811084,LN-509171,2026-02-06,SMS,Number unobtainable,1.27,31-60
CA-811085,LN-509173,2026-02-15,Call,No answer,28.22,61-90
CA-811086,LN-509175,2026-02-07,Call,Refused,26.39,1-30
CA-811087,LN-509202,2026-02-21,SMS,Left message,1.09,31-60
CA-811088,LN-509202,2026-02-22,SMS,No answer,1.09,31-60
CA-811089,LN-509217,2026-02-16,Call,Left message,30.14,61-90
CA-811090,LN-509217,2026-02-20,Call,No answer,27.87,61-90
CA-811091,LN-509231,2026-02-07,SMS,No answer,1.18,1-30
CA-811092,LN-509238,2026-02-22,SMS,No answer,1.28,1-30
CA-811093,LN-509267,2026-02-14,SMS,Left message,1.17,31-60
CA-811094,LN-509302,2026-02-05,Field,Partial payment,344.02,61-90
CA-811095,LN-509307,2026-02-03,Call,Refused,26.18,90+
CA-811096,LN-509307,2026-02-06,Call,Number unobtainable,25.66,90+
CA-811097,LN-509307,2026-02-23,Call,Left message,30.74,90+
CA-811098,LN-509307,2026-02-09,Call,Partial payment,29.52,90+
CA-811099,LN-509316,2026-02-05,SMS,No answer,1.08,31-60
CA-811100,LN-509327,2026-02-12,SMS,No answer,1.18,31-60
CA-811101,LN-509328,2026-02-20,SMS,Refused,1.12,31-60
CA-811102,LN-509328,2026-02-16,Call,Refused,25.52,31-60
CA-811103,LN-509348,2026-02-04,Call,Partial payment,24.12,90+
CA-811104,LN-509348,2026-02-05,Call,Refused,29.86,90+
CA-811105,LN-509352,2026-02-08,Call,Number unobtainable,25.15,61-90
CA-811106,LN-509352,2026-02-16,Letter,Refused,48.34,61-90
CA-811107,LN-509352,2026-02-22,Field,Paid in full,326.29,61-90
CA-811108,LN-509362,2026-02-20,Letter,Refused,47.93,61-90
CA-811109,LN-509362,2026-02-24,Call,Left message,27.21,61-90
CA-811110,LN-509362,2026-02-15,Letter,Left message,43.86,61-90
CA-811111,LN-509384,2026-02-07,SMS,No answer,1.09,1-30
CA-811112,LN-509393,2026-02-21,Field,Number unobtainable,310.95,61-90
CA-811113,LN-509393,2026-02-15,Letter,Refused,47.39,61-90
CA-811114,LN-509396,2026-02-20,Call,Left message,27.15,1-30
CA-811115,LN-509420,2026-02-05,SMS,Partial payment,1.09,31-60
CA-811116,LN-509420,2026-02-17,SMS,Partial payment,1.11,31-60
CA-811117,LN-509421,2026-02-26,SMS,Number unobtainable,1.21,1-30
CA-811118,LN-509433,2026-02-03,Field,Promise to pay,389.01,61-90
CA-811119,LN-509447,2026-02-20,SMS,Partial payment,1.21,31-60
CA-811120,LN-509447,2026-02-24,SMS,Refused,1.23,31-60
CA-811121,LN-509451,2026-02-07,Letter,Number unobtainable,47.14,90+
CA-811122,LN-509451,2026-02-13,Letter,Refused,45.66,90+
CA-811123,LN-509451,2026-02-08,Call,Number unobtainable,26.14,90+
CA-811124,LN-509451,2026-02-26,Call,No answer,28.29,90+
CA-811125,LN-509475,2026-02-17,Field,Refused,338.43,61-90
CA-811126,LN-509475,2026-02-25,Letter,No answer,42.51,61-90
CA-811127,LN-509475,2026-02-10,Field,Partial payment,300.3,61-90
CA-811128,LN-509478,2026-02-21,Field,No answer,322.12,90+
CA-811129,LN-509478,2026-02-27,Field,Promise to pay,296.36,90+
CA-811130,LN-509478,2026-02-10,Call,Left message,27.04,90+
CA-811131,LN-509478,2026-02-06,Letter,Number unobtainable,42.44,90+
CA-811132,LN-509487,2026-02-11,Field,Number unobtainable,293.32,61-90
CA-811133,LN-509499,2026-02-14,Call,Number unobtainable,27.7,90+
CA-811134,LN-509499,2026-02-20,Field,Left message,334.75,90+
CA-811135,LN-509499,2026-02-04,Call,Promise to pay,22.7,90+
CA-811136,LN-509499,2026-02-07,Call,Refused,24.61,90+
CA-811137,LN-509499,2026-02-27,Call,Left message,29.88,90+
CA-811138,LN-509504,2026-02-21,SMS,Number unobtainable,1.38,1-30
CA-811139,LN-509515,2026-02-23,SMS,Promise to pay,1.06,31-60
CA-811140,LN-509524,2026-02-10,SMS,Number unobtainable,1.19,1-30
CA-811141,LN-509528,2026-02-05,Call,Refused,28.32,61-90
CA-811142,LN-509528,2026-02-25,Field,Refused,311.68,61-90
CA-811143,LN-509528,2026-02-24,Call,Number unobtainable,29.27,61-90
CA-811144,LN-509535,2026-02-15,SMS,No answer,1.33,1-30
CA-811145,LN-509549,2026-02-13,Call,No answer,26.77,61-90
CA-811146,LN-509562,2026-02-03,SMS,Refused,1.1,1-30
CA-811147,LN-509588,2026-02-12,Call,Left message,27.03,31-60
CA-811148,LN-509588,2026-02-11,SMS,Number unobtainable,1.3,31-60
CA-811149,LN-509595,2026-02-07,Letter,Left message,52.02,61-90
CA-811150,LN-509595,2026-02-15,Call,Partial payment,24.77,61-90
CA-811151,LN-509602,2026-02-14,SMS,No answer,1.3,1-30
CA-811152,LN-509610,2026-02-11,SMS,No answer,1.26,31-60
CA-811153,LN-509622,2026-02-23,Call,No answer,27.44,1-30
CA-811154,LN-509630,2026-02-11,SMS,Left message,0.99,31-60
CA-811155,LN-509630,2026-02-27,Call,No answer,30.31,31-60
CA-811156,LN-509640,2026-02-18,SMS,Left message,1.19,1-30
CA-811157,LN-509644,2026-02-28,Call,Refused,27.17,61-90
CA-811158,LN-509649,2026-02-15,SMS,Left message,1.16,1-30
CA-811159,LN-509654,2026-02-04,Call,No answer,27.44,31-60
CA-811160,LN-509654,2026-02-03,Call,Number unobtainable,29.28,31-60
CA-811161,LN-509658,2026-02-03,Call,Left message,31.53,61-90
CA-811162,LN-509683,2026-02-03,Call,Refused,27.53,90+
CA-811163,LN-509683,2026-02-19,Letter,No answer,47.48,90+
CA-811164,LN-509683,2026-02-14,Field,Refused,290.54,90+
CA-811165,LN-509684,2026-02-14,SMS,Number unobtainable,1.25,1-30
CA-811166,LN-509685,2026-02-14,Letter,Refused,47.64,61-90
CA-811167,LN-509700,2026-02-22,Call,Number unobtainable,24.33,61-90
CA-811168,LN-509700,2026-02-04,Letter,Refused,43.26,61-90
CA-811169,LN-509700,2026-02-18,Call,Number unobtainable,30.05,61-90
CA-811170,LN-509701,2026-02-23,SMS,Refused,1.15,31-60
CA-811171,LN-509715,2026-02-05,SMS,Number unobtainable,1.21,31-60
CA-811172,LN-509736,2026-02-13,Call,Promise to pay,28.04,1-30
CA-811173,LN-509737,2026-02-27,Call,Partial payment,27.19,31-60
CA-811174,LN-509737,2026-02-21,Call,Left message,27.47,31-60
CA-811175,LN-509738,2026-02-13,Letter,Refused,46.36,61-90
CA-811176,LN-509742,2026-02-04,SMS,Refused,1.11,1-30
CA-811177,LN-509756,2026-02-09,Field,Partial payment,298.49,61-90
CA-811178,LN-509756,2026-02-24,Field,Paid in full,293.33,61-90
CA-811179,LN-509764,2026-02-26,Call,No answer,30.68,1-30
CA-811180,LN-509769,2026-02-25,Call,No answer,27.36,90+
CA-811181,LN-509769,2026-02-17,Call,Paid in full,28.13,90+
CA-811182,LN-509769,2026-02-04,Call,Refused,29.68,90+
CA-811183,LN-509787,2026-02-25,SMS,No answer,1.18,31-60
CA-811184,LN-509790,2026-02-14,SMS,Number unobtainable,1.23,31-60
CA-811185,LN-509790,2026-02-26,SMS,Left message,1.17,31-60
CA-811186,LN-509801,2026-02-13,Call,Number unobtainable,25.55,90+
CA-811187,LN-509801,2026-02-12,Letter,No answer,44.06,90+
CA-811188,LN-509806,2026-02-06,Call,Left message,27.7,31-60
CA-811189,LN-509806,2026-02-14,SMS,No answer,1.21,31-60
CA-811190,LN-509811,2026-02-28,Call,Partial payment,25.7,31-60
CA-811191,LN-509832,2026-02-18,Call,No answer,26.47,31-60
CA-811192,LN-509832,2026-02-12,SMS,Refused,1.25,31-60
CA-811193,LN-509841,2026-02-08,Call,Partial payment,26.92,31-60
CA-811194,LN-509848,2026-02-15,SMS,Left message,1.22,31-60
CA-811195,LN-509881,2026-02-03,SMS,Refused,1.25,31-60
CA-811196,LN-509881,2026-02-15,SMS,Number unobtainable,1.3,31-60
CA-811197,LN-509886,2026-02-25,Field,Left message,334.89,61-90
CA-811198,LN-509886,2026-02-17,Letter,Number unobtainable,44.12,61-90
CA-811199,LN-509886,2026-02-27,Field,Refused,324.22,61-90
CA-811200,LN-509890,2026-02-25,Call,Paid in full,29.16,1-30
CA-811201,LN-509915,2026-02-09,SMS,No answer,1.26,31-60
CA-811202,LN-509919,2026-02-25,Call,Paid in full,27.04,31-60
CA-811203,LN-509922,2026-02-21,SMS,Refused,1.1,31-60
CA-811204,LN-509933,2026-02-15,Field,Promise to pay,312.48,61-90
CA-811205,LN-509937,2026-02-16,SMS,No answer,1.2,1-30
CA-811206,LN-509942,2026-02-13,SMS,Number unobtainable,1.01,1-30
CA-811207,LN-509946,2026-02-05,Letter,No answer,37.85,90+
CA-811208,LN-509946,2026-02-23,Letter,Left message,48.25,90+
CA-811209,LN-509946,2026-02-19,Call,Refused,30.82,90+
CA-811210,LN-509946,2026-02-07,Call,Refused,27.16,90+
CA-811211,LN-509946,2026-02-07,Call,Paid in full,25.07,90+
CA-811212,LN-509957,2026-02-12,SMS,Number unobtainable,1.17,31-60
CA-811213,LN-509984,2026-02-16,SMS,Left message,1.24,31-60
CA-811214,LN-509985,2026-02-04,Field,No answer,350.83,90+
CA-811215,LN-509985,2026-02-17,Call,Number unobtainable,28.5,90+
CA-811216,LN-509985,2026-02-07,Field,Paid in full,343.24,90+
CA-811217,LN-509985,2026-02-19,Call,No answer,29.61,90+
CA-811218,LN-509985,2026-02-08,Field,Number unobtainable,330.58,90+
CA-811219,LN-509991,2026-02-06,SMS,Promise to pay,1.27,31-60
CA-811220,LN-509996,2026-02-26,Call,Promise to pay,30.23,1-30
CA-811221,LN-509999,2026-02-08,Field,Refused,315.36,90+
CA-811222,LN-509999,2026-02-24,Call,No answer,28.42,90+
CA-811223,LN-509999,2026-02-21,Call,Number unobtainable,28.04,90+
CA-811224,LN-509999,2026-02-22,Call,Number unobtainable,30.68,90+
CA-811225,LN-510011,2026-02-28,SMS,Number unobtainable,1.2,31-60
CA-811226,LN-510011,2026-02-19,SMS,Left message,1.21,31-60
CA-811227,LN-510015,2026-02-06,Call,Refused,27.02,31-60
CA-811228,LN-510017,2026-02-21,Call,Left message,27.2,90+
CA-811229,LN-510017,2026-02-25,Call,Left message,28.95,90+
CA-811230,LN-510022,2026-02-11,SMS,Left message,1.16,31-60
CA-811231,LN-510050,2026-02-03,Call,Left message,27.65,90+
CA-811232,LN-510050,2026-02-10,Field,Left message,306.21,90+
CA-811233,LN-510050,2026-02-26,Call,Refused,30.37,90+
CA-811234,LN-510068,2026-02-03,SMS,Promise to pay,0.9,1-30
CA-811235,LN-510071,2026-02-12,SMS,Refused,1.25,1-30
CA-811236,LN-510078,2026-02-18,SMS,Number unobtainable,1.15,1-30
CA-811237,LN-510084,2026-02-27,Call,Left message,30.73,61-90
