client_ref,home_branch_code,province,gender,age_band,employment_type,employer_sector,monthly_income_zar,payday_day
CL-111611,SF-CPT,Western Cape,M,18-24,Permanent,Transport,21100,25
CL-111612,SF-CPT,Western Cape,M,25-34,Permanent,Construction,5200,25
CL-111613,SF-CPT,Western Cape,M,45-54,Contract,Security,8550,25
CL-111614,SF-CPT,Western Cape,M,35-44,Permanent,Education,11800,14
CL-111615,SF-CPT,Western Cape,F,45-54,Contract,Transport,9100,30
CL-111616,SF-CPT,Western Cape,M,25-34,Permanent,Mining,15700,15
CL-111617,SF-CPT,Western Cape,F,45-54,Permanent,Manufacturing,30900,25
CL-111618,SF-CPT,Western Cape,F,55-64,Permanent,Security,7700,25
CL-111619,SF-CPT,Western Cape,F,35-44,Contract,Education,6150,25
CL-111620,SF-CPT,Western Cape,M,25-34,Permanent,Public sector,9950,25
CL-111621,SF-CPT,Western Cape,M,18-24,Permanent,Mining,19150,25
CL-111622,SF-CPT,Western Cape,M,35-44,Contract,Hospitality,9200,30
CL-111623,SF-CPT,Western Cape,F,35-44,Pensioner,Education,15800,25
CL-111624,SF-CPT,Western Cape,F,45-54,Permanent,Construction,7150,25
CL-111625,SF-CPT,Western Cape,M,35-44,Pensioner,Construction,28000,3
CL-111626,SF-CPT,Western Cape,M,45-54,Permanent,Transport,8700,25
CL-111627,SF-CPT,Western Cape,F,45-54,Permanent,Public sector,10800,25
CL-111628,SF-CPT,Western Cape,M,18-24,Permanent,Manufacturing,8000,25
CL-111629,SF-CPT,Western Cape,M,45-54,Permanent,Mining,9550,25
CL-111630,SF-CPT,Western Cape,F,55-64,Government,Hospitality,10600,25
CL-111631,SF-CPT,Western Cape,F,25-34,Contract,Manufacturing,21400,25
CL-111632,SF-CPT,Western Cape,M,18-24,Pensioner,Security,12900,25
CL-111633,SF-CPT,Western Cape,F,35-44,Government,Construction,15500,25
CL-111634,SF-CPT,Western Cape,M,18-24,Permanent,Construction,24000,25
CL-111635,SF-CPT,Western Cape,F,25-34,Government,Retail,7200,30
CL-111636,SF-CPT,Western Cape,M,35-44,Permanent,Healthcare,12800,25
CL-111637,SF-CPT,Western Cape,F,35-44,Permanent,Transport,5650,25
CL-111638,SF-CPT,Western Cape,F,35-44,Pensioner,Manufacturing,11300,25
CL-111639,SF-CPT,Western Cape,M,18-24,Permanent,Security,14350,25
CL-111640,SF-CPT,Western Cape,F,35-44,Permanent,Security,10750,1
CL-111641,SF-CPT,Western Cape,F,25-34,Contract,Transport,6400,18
CL-111642,SF-CPT,Western Cape,F,35-44,Permanent,Construction,23550,25
CL-111643,SF-CPT,Western Cape,M,25-34,Permanent,Mining,19900,25
CL-111644,SF-CPT,Western Cape,F,25-34,Permanent,Security,9800,25
CL-111645,SF-CPT,Western Cape,M,55-64,Permanent,Education,12850,25
CL-111646,SF-CPT,Western Cape,F,25-34,Contract,Mining,12450,25
CL-111647,SF-CPT,Western Cape,F,35-44,Permanent,Retail,10000,25
CL-111648,SF-CPT,Western Cape,M,35-44,Government,Public sector,7300,30
CL-111649,SF-CPT,Western Cape,F,18-24,Contract,Security,14400,25
CL-111650,SF-CPT,Western Cape,F,25-34,Permanent,Public sector,14150,25
CL-111651,SF-CPT,Western Cape,F,25-34,Permanent,Retail,7250,25
CL-111652,SF-CPT,Western Cape,F,35-44,Government,Construction,10750,25
CL-111653,SF-CPT,Western Cape,F,45-54,Contract,Healthcare,7950,24
CL-111654,SF-CPT,Western Cape,F,35-44,Permanent,Manufacturing,8050,19
CL-111655,SF-CPT,Western Cape,F,25-34,Permanent,Security,17700,25
CL-111656,SF-CPT,Western Cape,F,55-64,Permanent,Education,6250,30
CL-111657,SF-CPT,Western Cape,M,45-54,Contract,Security,14800,25
CL-111658,SF-CPT,Western Cape,F,25-34,Contract,Hospitality,19100,30
CL-111659,SF-CPT,Western Cape,M,35-44,Permanent,Security,12150,20
CL-111660,SF-CPT,Western Cape,M,45-54,Government,Security,9650,25
CL-111661,SF-CPT,Western Cape,M,35-44,Permanent,Manufacturing,17750,30
CL-111662,SF-CPT,Western Cape,M,18-24,Government,Hospitality,13750,30
CL-111663,SF-CPT,Western Cape,F,35-44,Contract,Construction,8050,25
CL-111664,SF-CPT,Western Cape,M,35-44,Contract,Hospitality,15950,25
CL-111665,SF-CPT,Western Cape,F,35-44,Government,Public sector,4200,27
CL-111666,SF-CPT,Western Cape,F,18-24,Permanent,Public sector,18650,30
CL-111667,SF-CPT,Western Cape,M,18-24,Permanent,Hospitality,6750,25
CL-111668,SF-CPT,Western Cape,M,55-64,Government,Security,8950,25
CL-111669,SF-CPT,Western Cape,F,55-64,Permanent,Healthcare,9950,30
CL-111670,SF-CPT,Western Cape,F,18-24,Permanent,Mining,17650,2
CL-111671,SF-CPT,Western Cape,M,18-24,Permanent,Hospitality,7250,25
CL-111672,SF-CPT,Western Cape,M,55-64,Permanent,Manufacturing,5150,25
CL-111673,SF-CPT,Western Cape,M,55-64,Permanent,Manufacturing,13150,25
CL-111674,SF-CPT,Western Cape,M,35-44,Permanent,Mining,13900,25
CL-111675,SF-CPT,Western Cape,F,55-64,Contract,Education,7250,25
CL-111676,SF-CPT,Western Cape,M,35-44,Permanent,Public sector,18750,25
CL-111677,SF-CPT,Western Cape,F,18-24,Permanent,Mining,11800,25
CL-111678,SF-CPT,Western Cape,F,55-64,Contract,Healthcare,8800,25
CL-111679,SF-CPT,Western Cape,F,25-34,Permanent,Education,9650,25
CL-111680,SF-CPT,Western Cape,M,45-54,Permanent,Retail,12300,25
CL-111681,SF-CPT,Western Cape,M,25-34,Government,Transport,13450,25
CL-111682,SF-CPT,Western Cape,M,25-34,Permanent,Retail,11150,25
CL-111683,SF-CPT,Western Cape,F,45-54,Permanent,Transport,7950,28
CL-111684,SF-CPT,Western Cape,F,45-54,Permanent,Hospitality,10800,25
CL-111685,SF-CPT,Western Cape,M,35-44,Contract,Public sector,21550,25
CL-111686,SF-CPT,Western Cape,F,25-34,Pensioner,Retail,10400,25
CL-111687,SF-CPT,Western Cape,M,45-54,Permanent,Healthcare,8350,25
CL-111688,SF-CPT,Western Cape,F,25-34,Contract,Security,11100,25
CL-111689,SF-CPT,Western Cape,M,18-24,Government,Education,10100,30
CL-111690,SF-CPT,Western Cape,M,25-34,Permanent,Hospitality,16100,8
CL-111691,SF-CPT,Western Cape,F,18-24,Permanent,Education,22700,25
CL-111692,SF-CPT,Western Cape,F,25-34,Permanent,Hospitality,8800,4
CL-111693,SF-CPT,Western Cape,M,25-34,Contract,Manufacturing,9550,25
CL-111694,SF-CPT,Western Cape,F,45-54,Permanent,Construction,6900,25
CL-111695,SF-CPT,Western Cape,F,45-54,Permanent,Retail,18600,25
CL-111696,SF-CPT,Western Cape,M,35-44,Government,Construction,14700,25
CL-111697,SF-CPT,Western Cape,M,35-44,Permanent,Public sector,5200,30
CL-111698,SF-CPT,Western Cape,M,25-34,Permanent,Mining,15500,25
CL-111699,SF-CPT,Western Cape,M,35-44,Permanent,Construction,17450,25
CL-111700,SF-CPT,Western Cape,M,55-64,Permanent,Education,15300,30
CL-111701,SF-CPT,Western Cape,F,25-34,Permanent,Construction,13750,30
CL-111702,SF-CPT,Western Cape,M,35-44,Permanent,Security,10750,25
CL-111703,SF-CPT,Western Cape,M,35-44,Contract,Transport,10350,25
CL-111704,SF-CPT,Western Cape,F,55-64,Government,Education,18400,30
CL-111705,SF-CPT,Western Cape,F,35-44,Contract,Hospitality,30450,25
CL-111706,SF-CPT,Western Cape,F,55-64,Government,Mining,23150,25
CL-111707,SF-CPT,Western Cape,M,25-34,Contract,Mining,9800,25
CL-111708,SF-CPT,Western Cape,M,55-64,Permanent,Education,15350,30
CL-111709,SF-CPT,Western Cape,F,55-64,Permanent,Transport,24050,30
CL-111710,SF-CPT,Western Cape,F,35-44,Contract,Mining,7850,25
CL-111711,SF-CPT,Western Cape,F,45-54,Permanent,Security,9150,30
CL-111712,SF-CPT,Western Cape,M,55-64,Permanent,Mining,6500,30
CL-111713,SF-CPT,Western Cape,M,55-64,Permanent,Mining,29400,25
CL-111714,SF-CPT,Western Cape,M,55-64,Pensioner,Mining,13300,25
CL-111715,SF-CPT,Western Cape,M,25-34,Permanent,Hospitality,10100,25
CL-111716,SF-CPT,Western Cape,F,18-24,Pensioner,Education,18350,25
CL-111717,SF-CPT,Western Cape,F,55-64,Government,Mining,9600,25
CL-111718,SF-CPT,Western Cape,F,35-44,Permanent,Healthcare,14000,25
CL-111719,SF-CPT,Western Cape,M,35-44,Contract,Construction,4750,25
CL-111720,SF-CPT,Western Cape,F,35-44,Permanent,Hospitality,19750,30
CL-111721,SF-CPT,Western Cape,M,45-54,Permanent,Healthcare,8700,30
CL-111722,SF-CPT,Western Cape,F,25-34,Permanent,Healthcare,12050,30
CL-111723,SF-CPT,Western Cape,F,35-44,Permanent,Hospitality,11700,30
CL-111724,SF-CPT,Western Cape,M,25-34,Government,Mining,12300,30
CL-111725,SF-CPT,Western Cape,F,18-24,Government,Healthcare,18250,30
CL-111726,SF-CPT,Western Cape,M,25-34,Contract,Hospitality,21900,25
CL-111727,SF-CPT,Western Cape,F,35-44,Contract,Hospitality,10750,25
CL-111728,SF-CPT,Western Cape,M,35-44,Permanent,Hospitality,15900,16
CL-111729,SF-CPT,Western Cape,F,25-34,Permanent,Education,8450,25
CL-111730,SF-CPT,Western Cape,F,55-64,Contract,Healthcare,11550,30
CL-111731,SF-CPT,Western Cape,M,25-34,Government,Manufacturing,6150,25
CL-111732,SF-CPT,Western Cape,M,25-34,Permanent,Retail,10300,25
CL-111733,SF-CPT,Western Cape,F,35-44,Permanent,Education,8900,25
CL-111734,SF-CPT,Western Cape,M,55-64,Permanent,Hospitality,20350,25
CL-111735,SF-CPT,Western Cape,F,55-64,Permanent,Education,16700,30
CL-111736,SF-CPT,Western Cape,F,35-44,Permanent,Healthcare,6900,25
CL-111737,SF-CPT,Western Cape,F,55-64,Permanent,Education,31450,30
CL-111738,SF-CPT,Western Cape,F,35-44,Pensioner,Hospitality,10800,30
CL-111739,SF-CPT,Western Cape,F,55-64,Permanent,Security,8900,30
CL-111740,SF-CPT,Western Cape,F,55-64,Permanent,Retail,18350,25
CL-111741,SF-CPT,Western Cape,M,25-34,Permanent,Manufacturing,10800,25
CL-111742,SF-CPT,Western Cape,F,25-34,Permanent,Construction,22650,25
CL-111743,SF-CPT,Western Cape,M,45-54,Contract,Mining,11700,25
CL-111744,SF-CPT,Western Cape,M,35-44,Government,Manufacturing,8300,30
CL-111745,SF-CPT,Western Cape,F,18-24,Permanent,Construction,15500,25
CL-111746,SF-CPT,Western Cape,M,45-54,Contract,Manufacturing,13900,30
CL-111747,SF-CPT,Western Cape,F,55-64,Government,Hospitality,6800,30
CL-111748,SF-CPT,Western Cape,F,45-54,Permanent,Healthcare,23350,27
CL-111749,SF-CPT,Western Cape,M,55-64,Permanent,Education,11000,25
CL-111750,SF-CPT,Western Cape,M,45-54,Contract,Healthcare,6550,30
CL-111751,SF-CPT,Western Cape,M,25-34,Permanent,Manufacturing,16850,25
CL-111752,SF-CPT,Western Cape,F,55-64,Permanent,Mining,6800,30
CL-111753,SF-CPT,Western Cape,M,25-34,Pensioner,Construction,30600,25
CL-111754,SF-CPT,Western Cape,F,25-34,Permanent,Public sector,21600,25
CL-111755,SF-CPT,Western Cape,F,18-24,Permanent,Hospitality,8050,25
CL-111756,SF-CPT,Western Cape,F,18-24,Pensioner,Public sector,4750,30
CL-111757,SF-CPT,Western Cape,M,55-64,Contract,Transport,17000,25
CL-111758,SF-CPT,Western Cape,M,35-44,Contract,Hospitality,5600,30
CL-111759,SF-CPT,Western Cape,M,35-44,Pensioner,Construction,16150,25
CL-111760,SF-CPT,Western Cape,F,25-34,Pensioner,Public sector,6200,25
CL-111761,SF-CPT,Western Cape,M,45-54,Pensioner,Construction,10600,30
CL-111762,SF-CPT,Western Cape,F,25-34,Contract,Public sector,14900,16
CL-111763,SF-CPT,Western Cape,M,35-44,Permanent,Education,10100,30
CL-111764,SF-CPT,Western Cape,M,35-44,Permanent,Education,11350,25
CL-111765,SF-CPT,Western Cape,M,18-24,Permanent,Security,11600,30
CL-111766,SF-CPT,Western Cape,F,18-24,Permanent,Construction,16000,30
CL-111767,SF-CPT,Western Cape,F,35-44,Permanent,Mining,39850,25
CL-111768,SF-CPT,Western Cape,F,35-44,Permanent,Hospitality,9300,14
CL-111769,SF-CPT,Western Cape,F,18-24,Contract,Mining,8450,30
CL-111770,SF-CPT,Western Cape,M,25-34,Contract,Education,23050,22
CL-111771,SF-CPT,Western Cape,F,35-44,Government,Retail,11000,25
CL-111772,SF-CPT,Western Cape,M,45-54,Contract,Transport,18550,25
CL-111773,SF-CPT,Western Cape,F,18-24,Permanent,Mining,6800,24
CL-111774,SF-CPT,Western Cape,F,35-44,Contract,Security,7150,8
CL-111775,SF-CPT,Western Cape,F,35-44,Government,Education,6750,28
CL-111776,SF-CPT,Western Cape,F,25-34,Permanent,Manufacturing,13600,25
CL-111777,SF-CPT,Western Cape,F,55-64,Permanent,Construction,7050,9
CL-111778,SF-CPT,Western Cape,F,55-64,Permanent,Construction,12600,30
CL-111779,SF-CPT,Western Cape,F,18-24,Permanent,Security,23950,25
CL-111780,SF-CPT,Western Cape,F,45-54,Permanent,Security,5550,25
CL-111781,SF-CPT,Western Cape,F,55-64,Permanent,Hospitality,11350,13
CL-111782,SF-CPT,Western Cape,M,55-64,Government,Retail,13650,30
CL-111783,SF-CPT,Western Cape,M,25-34,Permanent,Manufacturing,9200,25
CL-111784,SF-CPT,Western Cape,F,35-44,Pensioner,Retail,19700,25
CL-111785,SF-CPT,Western Cape,F,25-34,Permanent,Public sector,6350,30
CL-111786,SF-CPT,Western Cape,M,18-24,Permanent,Retail,6750,30
CL-111787,SF-CPT,Western Cape,M,55-64,Contract,Construction,4200,28
CL-111788,SF-CPT,Western Cape,F,25-34,Permanent,Public sector,14600,25
CL-111789,SF-CPT,Western Cape,F,55-64,Permanent,Retail,12000,25
CL-111790,SF-CPT,Western Cape,F,18-24,Permanent,Construction,8250,25
CL-111791,SF-CPT,Western Cape,F,35-44,Government,Manufacturing,4900,30
CL-111792,SF-CPT,Western Cape,F,25-34,Permanent,Hospitality,16550,25
CL-111793,SF-CPT,Western Cape,M,25-34,Permanent,Manufacturing,6850,25
CL-111794,SF-CPT,Western Cape,F,45-54,Contract,Mining,11050,25
CL-111795,SF-CPT,Western Cape,F,25-34,Contract,Mining,13450,25
CL-111796,SF-CPT,Western Cape,M,25-34,Permanent,Public sector,19400,25
CL-111797,SF-CPT,Western Cape,F,55-64,Pensioner,Public sector,11600,25
CL-111798,SF-CPT,Western Cape,M,45-54,Permanent,Education,10850,25
CL-111799,SF-CPT,Western Cape,M,35-44,Permanent,Security,5200,25
CL-111800,SF-CPT,Western Cape,M,35-44,Permanent,Manufacturing,8800,30
CL-111801,SF-CPT,Western Cape,M,35-44,Permanent,Education,13300,25
CL-111802,SF-CPT,Western Cape,F,18-24,Permanent,Education,11000,25
CL-111803,SF-CPT,Western Cape,F,18-24,Permanent,Manufacturing,18000,30
CL-111804,SF-CPT,Western Cape,F,25-34,Permanent,Transport,4500,25
CL-111805,SF-CPT,Western Cape,M,35-44,Government,Healthcare,18300,30
CL-111806,SF-CPT,Western Cape,M,35-44,Contract,Healthcare,10100,25
CL-111807,SF-CPT,Western Cape,M,55-64,Contract,Manufacturing,12500,8
CL-111808,SF-CPT,Western Cape,M,55-64,Permanent,Security,21900,25
CL-111809,SF-CPT,Western Cape,M,55-64,Permanent,Security,7450,25
CL-111810,SF-CPT,Western Cape,M,45-54,Permanent,Security,10550,5
CL-111811,SF-CPT,Western Cape,F,25-34,Permanent,Security,9500,25
CL-111812,SF-CPT,Western Cape,M,25-34,Permanent,Mining,17050,25
CL-111813,SF-CPT,Western Cape,F,25-34,Permanent,Security,8450,14
CL-111814,SF-CPT,Western Cape,F,45-54,Government,Retail,9850,25
CL-111815,SF-CPT,Western Cape,M,35-44,Contract,Construction,6350,25
CL-111816,SF-CPT,Western Cape,M,55-64,Contract,Healthcare,18150,30
CL-111817,SF-CPT,Western Cape,F,18-24,Permanent,Security,17500,25
CL-111818,SF-CPT,Western Cape,F,35-44,Permanent,Hospitality,6900,30
CL-111819,SF-CPT,Western Cape,F,25-34,Contract,Public sector,7000,8
CL-111820,SF-CPT,Western Cape,M,45-54,Permanent,Transport,12700,25
CL-111821,SF-CPT,Western Cape,F,55-64,Contract,Construction,13500,25
CL-111822,SF-CPT,Western Cape,M,45-54,Permanent,Manufacturing,16600,25
CL-111823,SF-CPT,Western Cape,M,25-34,Permanent,Education,10150,25
CL-111824,SF-CPT,Western Cape,F,35-44,Permanent,Education,8500,25
CL-111825,SF-CPT,Western Cape,M,35-44,Permanent,Transport,11050,30
CL-111826,SF-CPT,Western Cape,F,35-44,Permanent,Retail,4700,30
CL-111827,SF-CPT,Western Cape,F,25-34,Permanent,Public sector,11500,30
CL-111828,SF-CPT,Western Cape,M,18-24,Permanent,Hospitality,14700,25
CL-111829,SF-CPT,Western Cape,F,35-44,Permanent,Retail,9550,6
CL-111830,SF-CPT,Western Cape,M,35-44,Permanent,Education,21650,25
CL-111831,SF-CPT,Western Cape,F,45-54,Permanent,Mining,13250,30
CL-111832,SF-CPT,Western Cape,M,35-44,Permanent,Education,8650,30
CL-111833,SF-CPT,Western Cape,M,35-44,Permanent,Public sector,18150,25
CL-111834,SF-CPT,Western Cape,F,18-24,Permanent,Hospitality,16900,25
CL-111835,SF-CPT,Western Cape,M,35-44,Permanent,Security,8300,30
CL-111836,SF-CPT,Western Cape,M,25-34,Government,Mining,12550,25
CL-111837,SF-CPT,Western Cape,F,55-64,Government,Construction,18250,25
CL-111838,SF-CPT,Western Cape,M,35-44,Permanent,Manufacturing,35300,27
CL-111839,SF-CPT,Western Cape,M,45-54,Permanent,Hospitality,10250,25
CL-111840,SF-CPT,Western Cape,M,45-54,Permanent,Manufacturing,10700,25
CL-111841,SF-CPT,Western Cape,M,25-34,Government,Retail,4550,25
CL-111842,SF-CPT,Western Cape,M,35-44,Permanent,Healthcare,8700,25
CL-111843,SF-CPT,Western Cape,F,25-34,Permanent,Construction,8500,25
CL-111844,SF-CPT,Western Cape,M,55-64,Contract,Public sector,20900,30
CL-111845,SF-CPT,Western Cape,F,18-24,Contract,Security,19200,28
CL-111846,SF-CPT,Western Cape,M,25-34,Permanent,Education,4800,30
CL-111847,SF-CPT,Western Cape,F,18-24,Government,Education,10600,25
CL-111848,SF-CPT,Western Cape,M,55-64,Permanent,Healthcare,5900,25
CL-111849,SF-CPT,Western Cape,F,35-44,Permanent,Security,11050,25
CL-111850,SF-CPT,Western Cape,F,25-34,Permanent,Construction,9900,25
CL-111851,SF-CPT,Western Cape,M,45-54,Permanent,Retail,43250,30
CL-111852,SF-CPT,Western Cape,F,25-34,Permanent,Healthcare,12150,25
CL-111853,SF-CPT,Western Cape,M,35-44,Permanent,Security,13600,30
CL-111854,SF-CPT,Western Cape,M,45-54,Contract,Mining,24550,6
CL-111855,SF-CPT,Western Cape,M,35-44,Permanent,Public sector,10550,25
CL-111856,SF-CPT,Western Cape,F,55-64,Permanent,Construction,16950,25
CL-111857,SF-CPT,Western Cape,F,35-44,Contract,Education,11100,25
CL-111858,SF-CPT,Western Cape,F,35-44,Permanent,Construction,11700,25
CL-111859,SF-CPT,Western Cape,M,35-44,Contract,Mining,10900,30
CL-111860,SF-CPT,Western Cape,M,25-34,Permanent,Public sector,10300,30
CL-111861,SF-CPT,Western Cape,F,25-34,Contract,Education,12050,25
CL-111862,SF-CPT,Western Cape,F,35-44,Government,Manufacturing,5600,25
CL-111863,SF-CPT,Western Cape,M,35-44,Government,Mining,25800,25
CL-111864,SF-CPT,Western Cape,F,25-34,Pensioner,Mining,19800,25
CL-111865,SF-CPT,Western Cape,M,45-54,Permanent,Hospitality,10350,25
CL-111866,SF-CPT,Western Cape,M,25-34,Contract,Education,14550,25
CL-111867,SF-CPT,Western Cape,F,35-44,Permanent,Hospitality,6550,17
CL-111868,SF-CPT,Western Cape,M,35-44,Contract,Education,15500,30
CL-111869,SF-CPT,Western Cape,M,45-54,Permanent,Education,21350,25
CL-111870,SF-CPT,Western Cape,M,45-54,Permanent,Public sector,13950,25
CL-111871,SF-CPT,Western Cape,F,18-24,Permanent,Education,8450,11
CL-111872,SF-CPT,Western Cape,F,25-34,Permanent,Hospitality,12300,25
CL-111873,SF-CPT,Western Cape,M,25-34,Government,Retail,7100,25
CL-111874,SF-CPT,Western Cape,F,45-54,Permanent,Construction,20100,30
CL-111875,SF-CPT,Western Cape,F,18-24,Permanent,Hospitality,9400,25
CL-111876,SF-CPT,Western Cape,F,35-44,Government,Mining,19450,25
CL-111877,SF-CPT,Western Cape,F,45-54,Contract,Education,11450,25
CL-111878,SF-CPT,Western Cape,F,35-44,Government,Hospitality,24600,25
CL-111879,SF-CPT,Western Cape,F,35-44,Permanent,Security,18250,16
CL-111880,SF-CPT,Western Cape,M,35-44,Government,Mining,12700,25
CL-111881,SF-CPT,Western Cape,F,35-44,Contract,Healthcare,10150,26
CL-111882,SF-CPT,Western Cape,F,18-24,Government,Transport,11000,30
CL-111883,SF-CPT,Western Cape,F,25-34,Permanent,Construction,5650,25
CL-111884,SF-CPT,Western Cape,M,55-64,Permanent,Public sector,14600,25
CL-111885,SF-CPT,Western Cape,M,25-34,Permanent,Healthcare,7150,25
CL-111886,SF-CPT,Western Cape,F,25-34,Permanent,Hospitality,7750,30
CL-111887,SF-CPT,Western Cape,F,25-34,Permanent,Mining,21500,30
CL-111888,SF-CPT,Western Cape,F,45-54,Contract,Hospitality,17250,25
CL-111889,SF-CPT,Western Cape,F,35-44,Contract,Mining,20050,25
CL-111890,SF-CPT,Western Cape,F,55-64,Permanent,Security,16350,25
CL-111891,SF-CPT,Western Cape,F,35-44,Permanent,Hospitality,4950,30
CL-111892,SF-CPT,Western Cape,M,18-24,Permanent,Security,12400,25
CL-111893,SF-CPT,Western Cape,F,35-44,Permanent,Education,11800,30
CL-111894,SF-CPT,Western Cape,F,18-24,Contract,Public sector,13050,25
CL-111895,SF-CPT,Western Cape,F,35-44,Pensioner,Healthcare,10900,25
CL-111896,SF-CPT,Western Cape,F,25-34,Contract,Construction,9350,30
CL-111897,SF-CPT,Western Cape,M,45-54,Permanent,Security,12750,30
CL-111898,SF-CPT,Western Cape,M,25-34,Pensioner,Manufacturing,9050,25
CL-111899,SF-CPT,Western Cape,F,55-64,Permanent,Retail,10500,30
CL-111900,SF-CPT,Western Cape,F,25-34,Contract,Manufacturing,7350,25
CL-111901,SF-CPT,Western Cape,M,55-64,Pensioner,Public sector,13150,30
CL-111902,SF-CPT,Western Cape,M,35-44,Permanent,Mining,8350,25
CL-111903,SF-CPT,Western Cape,M,45-54,Permanent,Construction,9300,30
CL-111904,SF-CPT,Western Cape,M,25-34,Permanent,Hospitality,10850,25
CL-111905,SF-CPT,Western Cape,F,18-24,Pensioner,Hospitality,13650,25
CL-111906,SF-CPT,Western Cape,M,55-64,Permanent,Education,9000,30
CL-111907,SF-CPT,Western Cape,F,35-44,Permanent,Public sector,14150,30
CL-111908,SF-CPT,Western Cape,F,45-54,Contract,Public sector,15050,25
CL-111909,SF-CPT,Western Cape,F,25-34,Permanent,Healthcare,27650,25
CL-111910,SF-CPT,Western Cape,M,55-64,Permanent,Security,14850,25
CL-111911,SF-CPT,Western Cape,F,25-34,Contract,Manufacturing,14400,30
CL-111912,SF-CPT,Western Cape,F,55-64,Contract,Manufacturing,7750,30
CL-111913,SF-CPT,Western Cape,F,55-64,Permanent,Hospitality,10800,25
CL-111914,SF-CPT,Western Cape,F,18-24,Permanent,Security,17250,30
CL-111915,SF-CPT,Western Cape,F,35-44,Permanent,Security,14850,25
CL-111916,SF-CPT,Western Cape,F,35-44,Permanent,Hospitality,8250,25
CL-111917,SF-CPT,Western Cape,F,55-64,Permanent,Retail,9850,13
CL-111918,SF-CPT,Western Cape,M,25-34,Permanent,Public sector,10350,25
CL-111919,SF-CPT,Western Cape,F,35-44,Permanent,Public sector,10150,30
CL-111920,SF-CPT,Western Cape,F,35-44,Permanent,Public sector,11150,30
CL-111921,SF-CPT,Western Cape,F,45-54,Permanent,Construction,22800,2
CL-111922,SF-CPT,Western Cape,M,55-64,Government,Construction,10150,25
CL-111923,SF-CPT,Western Cape,F,35-44,Contract,Hospitality,5800,16
CL-111924,SF-CPT,Western Cape,F,35-44,Permanent,Mining,7200,25
